model,split,cell_line_display,density_bin,gt_count,pred_count,abs_error,signed_error,gt_count_plot,pred_count_plot
Classic (after opt),test,NCI-H2170,50-149,119,96,23,-23,120,97
Classic (after opt),train,NCI-H2170,50-149,119,113,6,-6,120,114
Classic (after opt),train,NCI-H2170,50-149,120,101,19,-19,121,102
Classic (after opt),train,NCI-H2170,50-149,120,114,6,-6,121,115
Classic (after opt),train,NCI-H2170,50-149,120,96,24,-24,121,97
Classic (after opt),train,NCI-H716,50-149,120,104,16,-16,121,105
Classic (after opt),val,NCI-H2170,50-149,121,105,16,-16,122,106
Classic (after opt),train,NCI-H2170,50-149,121,53,68,-68,122,54
Classic (after opt),train,NCI-H2170,50-149,121,143,22,22,122,144
Classic (after opt),train,NCI-H2170,50-149,121,89,32,-32,122,90
Classic (after opt),train,NCI-H2170,50-149,121,121,0,0,122,122
Classic (after opt),train,NCI-H2170,50-149,122,132,10,10,123,133
Classic (after opt),train,NCI-H2170,50-149,122,230,108,108,123,231
Classic (after opt),train,NCI-H2170,50-149,122,96,26,-26,123,97
Classic (after opt),train,NCI-H2170,50-149,122,260,138,138,123,261
Classic (after opt),train,NCI-H2170,50-149,123,94,29,-29,124,95
Classic (after opt),train,NCI-H2170,50-149,123,113,10,-10,124,114
Classic (after opt),val,NCI-H2170,50-149,123,114,9,-9,124,115
Classic (after opt),val,NCI-H2170,50-149,123,107,16,-16,124,108
Classic (after opt),train,SNU16,50-149,123,100,23,-23,124,101
Classic (after opt),train,NCI-H2170,50-149,124,110,14,-14,125,111
Classic (after opt),test,NCI-H2170,50-149,124,209,85,85,125,210
Classic (after opt),train,NCI-H2170,50-149,124,143,19,19,125,144
Classic (after opt),train,NCI-H2170,50-149,124,93,31,-31,125,94
Classic (after opt),train,SNU16,50-149,124,72,52,-52,125,73
Classic (after opt),val,NCI-H2170,50-149,125,161,36,36,126,162
Classic (after opt),train,NCI-H2170,50-149,125,130,5,5,126,131
Classic (after opt),train,NCI-H2170,50-149,125,131,6,6,126,132
Classic (after opt),train,NCI-H2170,50-149,125,115,10,-10,126,116
Classic (after opt),train,NCI-H2170,50-149,125,97,28,-28,126,98
Classic (after opt),train,NCI-H2170,50-149,125,82,43,-43,126,83
Classic (after opt),train,NCI-H2170,50-149,125,89,36,-36,126,90
Classic (after opt),test,SNU16,50-149,125,89,36,-36,126,90
Classic (after opt),train,NCI-H2170,50-149,126,105,21,-21,127,106
Classic (after opt),test,NCI-H2170,50-149,126,109,17,-17,127,110
Classic (after opt),test,NCI-H2170,50-149,126,54,72,-72,127,55
Classic (after opt),train,NCI-H2170,50-149,127,140,13,13,128,141
Classic (after opt),train,NCI-H2170,50-149,127,116,11,-11,128,117
Classic (after opt),train,NCI-H716,50-149,127,150,23,23,128,151
Classic (after opt),train,NCI-H2170,50-149,128,183,55,55,129,184
Classic (after opt),train,NCI-H2170,50-149,128,121,7,-7,129,122
Classic (after opt),train,NCI-H2170,50-149,128,103,25,-25,129,104
Classic (after opt),train,NCI-H716,50-149,128,111,17,-17,129,112
Classic (after opt),val,NCI-H2170,50-149,129,123,6,-6,130,124
Classic (after opt),train,NCI-H2170,50-149,129,104,25,-25,130,105
Classic (after opt),train,NCI-H716,50-149,129,131,2,2,130,132
Classic (after opt),train,NCI-H2170,50-149,130,104,26,-26,131,105
Classic (after opt),train,NCI-H2170,50-149,130,104,26,-26,131,105
Classic (after opt),train,NCI-H2170,50-149,130,109,21,-21,131,110
Classic (after opt),train,NCI-H2170,50-149,131,126,5,-5,132,127
Classic (after opt),train,NCI-H2170,50-149,131,98,33,-33,132,99
Classic (after opt),train,NCI-H716,50-149,131,199,68,68,132,200
Classic (after opt),train,NCI-H716,50-149,131,153,22,22,132,154
Classic (after opt),train,NCI-H2170,50-149,132,74,58,-58,133,75
Classic (after opt),train,NCI-H2170,50-149,132,94,38,-38,133,95
Classic (after opt),train,NCI-H2170,50-149,132,81,51,-51,133,82
Classic (after opt),test,NCI-H2170,50-149,132,129,3,-3,133,130
Classic (after opt),train,NCI-H2170,50-149,132,68,64,-64,133,69
Classic (after opt),train,NCI-H2170,50-149,132,97,35,-35,133,98
Classic (after opt),val,NCI-H716,50-149,132,138,6,6,133,139
Classic (after opt),train,NCI-H716,50-149,132,127,5,-5,133,128
Classic (after opt),train,NCI-H716,50-149,132,131,1,-1,133,132
Classic (after opt),train,NCI-H2170,50-149,133,162,29,29,134,163
Classic (after opt),train,NCI-H2170,50-149,133,133,0,0,134,134
Classic (after opt),train,NCI-H2170,50-149,133,158,25,25,134,159
Classic (after opt),train,NCI-H2170,50-149,134,116,18,-18,135,117
Classic (after opt),val,NCI-H2170,50-149,134,75,59,-59,135,76
Classic (after opt),train,NCI-H716,50-149,134,163,29,29,135,164
Classic (after opt),train,NCI-H2170,50-149,135,133,2,-2,136,134
Classic (after opt),train,NCI-H2170,50-149,135,115,20,-20,136,116
Classic (after opt),train,NCI-H2170,50-149,135,122,13,-13,136,123
Classic (after opt),test,NCI-H2170,50-149,135,114,21,-21,136,115
Classic (after opt),train,NCI-H716,50-149,135,138,3,3,136,139
Classic (after opt),train,NCI-H716,50-149,135,130,5,-5,136,131
Classic (after opt),train,NCI-H2170,50-149,136,138,2,2,137,139
Classic (after opt),train,NCI-H2170,50-149,136,60,76,-76,137,61
Classic (after opt),train,NCI-H2170,50-149,137,86,51,-51,138,87
Classic (after opt),train,NCI-H716,50-149,137,136,1,-1,138,137
Classic (after opt),train,NCI-H2170,50-149,138,275,137,137,139,276
Classic (after opt),test,NCI-H2170,50-149,138,174,36,36,139,175
Classic (after opt),train,NCI-H2170,50-149,138,100,38,-38,139,101
Classic (after opt),train,NCI-H2170,50-149,138,122,16,-16,139,123
Classic (after opt),train,NCI-H2170,50-149,139,145,6,6,140,146
Classic (after opt),val,NCI-H2170,50-149,139,100,39,-39,140,101
Classic (after opt),test,NCI-H2170,50-149,139,113,26,-26,140,114
Classic (after opt),train,NCI-H2170,50-149,139,140,1,1,140,141
Classic (after opt),test,NCI-H716,50-149,139,115,24,-24,140,116
Classic (after opt),test,SNU16,50-149,140,457,317,317,141,458
Classic (after opt),train,NCI-H2170,50-149,141,79,62,-62,142,80
Classic (after opt),val,NCI-H2170,50-149,141,107,34,-34,142,108
Classic (after opt),val,NCI-H2170,50-149,141,130,11,-11,142,131
Classic (after opt),train,NCI-H2170,50-149,141,105,36,-36,142,106
Classic (after opt),train,SNU16,50-149,141,138,3,-3,142,139
Classic (after opt),train,SNU16,50-149,141,146,5,5,142,147
Classic (after opt),train,NCI-H2170,50-149,142,153,11,11,143,154
Classic (after opt),test,NCI-H2170,50-149,142,146,4,4,143,147
Classic (after opt),train,NCI-H2170,50-149,142,108,34,-34,143,109
Classic (after opt),train,NCI-H2170,50-149,142,126,16,-16,143,127
Classic (after opt),train,NCI-H2170,50-149,142,113,29,-29,143,114
Classic (after opt),train,NCI-H2170,50-149,142,186,44,44,143,187
Classic (after opt),train,SNU16,50-149,142,113,29,-29,143,114
Classic (after opt),val,COLO320DM,50-149,143,139,4,-4,144,140
Classic (after opt),train,NCI-H2170,50-149,143,101,42,-42,144,102
Classic (after opt),train,NCI-H2170,50-149,143,88,55,-55,144,89
Classic (after opt),val,NCI-H2170,50-149,143,128,15,-15,144,129
Classic (after opt),train,NCI-H2170,50-149,143,97,46,-46,144,98
Classic (after opt),train,NCI-H2170,50-149,143,141,2,-2,144,142
Classic (after opt),train,COLO320DM,50-149,144,139,5,-5,145,140
Classic (after opt),val,NCI-H716,50-149,144,147,3,3,145,148
Classic (after opt),train,NCI-H716,50-149,144,163,19,19,145,164
Classic (after opt),train,SNU16,50-149,144,203,59,59,145,204
Classic (after opt),train,SNU16,50-149,144,158,14,14,145,159
Classic (after opt),train,NCI-H2170,50-149,145,153,8,8,146,154
Classic (after opt),val,NCI-H2170,50-149,145,89,56,-56,146,90
Classic (after opt),train,NCI-H2170,50-149,145,79,66,-66,146,80
Classic (after opt),train,NCI-H2170,50-149,146,166,20,20,147,167
Classic (after opt),train,NCI-H2170,50-149,146,233,87,87,147,234
Classic (after opt),train,NCI-H2170,50-149,146,107,39,-39,147,108
Classic (after opt),train,NCI-H2170,50-149,147,80,67,-67,148,81
Classic (after opt),train,NCI-H2170,50-149,147,105,42,-42,148,106
Classic (after opt),val,NCI-H2170,50-149,147,142,5,-5,148,143
Classic (after opt),train,NCI-H2170,50-149,147,93,54,-54,148,94
Classic (after opt),val,NCI-H2170,50-149,147,111,36,-36,148,112
Classic (after opt),test,NCI-H2170,50-149,148,204,56,56,149,205
Classic (after opt),val,NCI-H2170,50-149,148,175,27,27,149,176
Classic (after opt),train,NCI-H2170,50-149,148,118,30,-30,149,119
Classic (after opt),val,NCI-H2170,50-149,148,122,26,-26,149,123
Classic (after opt),val,NCI-H716,50-149,148,153,5,5,149,154
Classic (after opt),train,SNU16,50-149,148,200,52,52,149,201
Classic (after opt),train,NCI-H2170,50-149,149,88,61,-61,150,89
Classic (after opt),train,NCI-H2170,50-149,149,101,48,-48,150,102
Classic (after opt),train,NCI-H2170,150-299,150,106,44,-44,151,107
Classic (after opt),train,NCI-H2170,150-299,150,196,46,46,151,197
Classic (after opt),train,NCI-H2170,150-299,150,148,2,-2,151,149
Classic (after opt),val,NCI-H2170,150-299,150,99,51,-51,151,100
Classic (after opt),train,NCI-H2170,150-299,150,86,64,-64,151,87
Classic (after opt),test,NCI-H716,150-299,150,157,7,7,151,158
Classic (after opt),test,SNU16,150-299,150,157,7,7,151,158
Classic (after opt),val,NCI-H2170,150-299,151,145,6,-6,152,146
Classic (after opt),train,NCI-H2170,150-299,151,143,8,-8,152,144
Classic (after opt),test,NCI-H2170,150-299,151,89,62,-62,152,90
Classic (after opt),train,SNU16,150-299,151,135,16,-16,152,136
Classic (after opt),train,NCI-H2170,150-299,152,160,8,8,153,161
Classic (after opt),train,NCI-H2170,150-299,152,134,18,-18,153,135
Classic (after opt),val,NCI-H2170,150-299,152,135,17,-17,153,136
Classic (after opt),train,NCI-H2170,150-299,152,143,9,-9,153,144
Classic (after opt),val,NCI-H2170,150-299,152,121,31,-31,153,122
Classic (after opt),train,NCI-H2170,150-299,152,97,55,-55,153,98
Classic (after opt),val,NCI-H716,150-299,152,141,11,-11,153,142
Classic (after opt),train,NCI-H2170,150-299,153,167,14,14,154,168
Classic (after opt),train,NCI-H2170,150-299,153,281,128,128,154,282
Classic (after opt),val,NCI-H2170,150-299,153,140,13,-13,154,141
Classic (after opt),train,NCI-H2170,150-299,153,132,21,-21,154,133
Classic (after opt),train,NCI-H2170,150-299,153,133,20,-20,154,134
Classic (after opt),train,NCI-H2170,150-299,154,159,5,5,155,160
Classic (after opt),train,NCI-H2170,150-299,155,157,2,2,156,158
Classic (after opt),train,NCI-H2170,150-299,156,76,80,-80,157,77
Classic (after opt),val,NCI-H2170,150-299,156,113,43,-43,157,114
Classic (after opt),val,NCI-H2170,150-299,157,162,5,5,158,163
Classic (after opt),val,NCI-H2170,150-299,157,158,1,1,158,159
Classic (after opt),train,NCI-H2170,150-299,157,132,25,-25,158,133
Classic (after opt),train,NCI-H2170,150-299,157,133,24,-24,158,134
Classic (after opt),train,SNU16,150-299,157,176,19,19,158,177
Classic (after opt),val,NCI-H2170,150-299,158,150,8,-8,159,151
Classic (after opt),val,NCI-H2170,150-299,158,143,15,-15,159,144
Classic (after opt),test,SNU16,150-299,158,112,46,-46,159,113
Classic (after opt),val,NCI-H2170,150-299,159,229,70,70,160,230
Classic (after opt),test,NCI-H2170,150-299,159,186,27,27,160,187
Classic (after opt),train,NCI-H2170,150-299,159,112,47,-47,160,113
Classic (after opt),train,NCI-H2170,150-299,160,155,5,-5,161,156
Classic (after opt),val,NCI-H2170,150-299,160,107,53,-53,161,108
Classic (after opt),val,NCI-H2170,150-299,160,182,22,22,161,183
Classic (after opt),train,NCI-H2170,150-299,160,135,25,-25,161,136
Classic (after opt),train,NCI-H2170,150-299,161,131,30,-30,162,132
Classic (after opt),val,SNU16,150-299,161,140,21,-21,162,141
Classic (after opt),train,NCI-H2170,150-299,162,133,29,-29,163,134
Classic (after opt),train,NCI-H2170,150-299,162,133,29,-29,163,134
Classic (after opt),train,NCI-H2170,150-299,163,132,31,-31,164,133
Classic (after opt),train,NCI-H2170,150-299,163,169,6,6,164,170
Classic (after opt),train,NCI-H2170,150-299,163,136,27,-27,164,137
Classic (after opt),test,NCI-H716,150-299,163,182,19,19,164,183
Classic (after opt),train,NCI-H716,150-299,163,157,6,-6,164,158
Classic (after opt),test,NCI-H2170,150-299,164,158,6,-6,165,159
Classic (after opt),train,NCI-H2170,150-299,164,121,43,-43,165,122
Classic (after opt),train,NCI-H2170,150-299,165,129,36,-36,166,130
Classic (after opt),train,NCI-H2170,150-299,165,126,39,-39,166,127
Classic (after opt),train,NCI-H2170,150-299,166,112,54,-54,167,113
Classic (after opt),train,NCI-H2170,150-299,166,116,50,-50,167,117
Classic (after opt),val,NCI-H716,150-299,166,151,15,-15,167,152
Classic (after opt),val,NCI-H716,150-299,166,171,5,5,167,172
Classic (after opt),test,NCI-H716,150-299,166,169,3,3,167,170
Classic (after opt),test,SNU16,150-299,166,314,148,148,167,315
Classic (after opt),train,NCI-H2170,150-299,167,146,21,-21,168,147
Classic (after opt),train,NCI-H2170,150-299,167,132,35,-35,168,133
Classic (after opt),train,NCI-H2170,150-299,168,74,94,-94,169,75
Classic (after opt),val,NCI-H2170,150-299,168,97,71,-71,169,98
Classic (after opt),train,NCI-H2170,150-299,168,108,60,-60,169,109
Classic (after opt),train,NCI-H2170,150-299,168,129,39,-39,169,130
Classic (after opt),test,NCI-H2170,150-299,169,137,32,-32,170,138
Classic (after opt),val,NCI-H716,150-299,169,143,26,-26,170,144
Classic (after opt),train,NCI-H2170,150-299,170,177,7,7,171,178
Classic (after opt),train,NCI-H2170,150-299,170,122,48,-48,171,123
Classic (after opt),test,NCI-H2170,150-299,170,142,28,-28,171,143
Classic (after opt),train,SNU16,150-299,170,133,37,-37,171,134
Classic (after opt),test,NCI-H716,150-299,171,181,10,10,172,182
Classic (after opt),train,NCI-H2170,150-299,172,146,26,-26,173,147
Classic (after opt),train,NCI-H716,150-299,172,159,13,-13,173,160
Classic (after opt),train,NCI-H716,150-299,172,182,10,10,173,183
Classic (after opt),train,SNU16,150-299,172,121,51,-51,173,122
Classic (after opt),train,NCI-H2170,150-299,173,155,18,-18,174,156
Classic (after opt),val,NCI-H2170,150-299,173,128,45,-45,174,129
Classic (after opt),test,NCI-H2170,150-299,174,171,3,-3,175,172
Classic (after opt),train,NCI-H2170,150-299,174,146,28,-28,175,147
Classic (after opt),test,NCI-H2170,150-299,174,87,87,-87,175,88
Classic (after opt),val,SNU16,150-299,174,235,61,61,175,236
Classic (after opt),test,NCI-H2170,150-299,175,220,45,45,176,221
Classic (after opt),train,NCI-H2170,150-299,175,175,0,0,176,176
Classic (after opt),test,NCI-H2170,150-299,175,94,81,-81,176,95
Classic (after opt),train,NCI-H2170,150-299,176,115,61,-61,177,116
Classic (after opt),train,NCI-H716,150-299,176,142,34,-34,177,143
Classic (after opt),train,NCI-H2170,150-299,177,140,37,-37,178,141
Classic (after opt),train,NCI-H2170,150-299,177,123,54,-54,178,124
Classic (after opt),val,NCI-H2170,150-299,177,120,57,-57,178,121
Classic (after opt),train,NCI-H2170,150-299,177,107,70,-70,178,108
Classic (after opt),train,NCI-H716,150-299,177,159,18,-18,178,160
Classic (after opt),test,SNU16,150-299,177,225,48,48,178,226
Classic (after opt),train,NCI-H2170,150-299,178,172,6,-6,179,173
Classic (after opt),test,NCI-H2170,150-299,178,123,55,-55,179,124
Classic (after opt),train,NCI-H716,150-299,178,203,25,25,179,204
Classic (after opt),train,SNU16,150-299,178,156,22,-22,179,157
Classic (after opt),train,NCI-H2170,150-299,179,142,37,-37,180,143
Classic (after opt),test,NCI-H2170,150-299,179,148,31,-31,180,149
Classic (after opt),train,NCI-H2170,150-299,179,115,64,-64,180,116
Classic (after opt),train,NCI-H2170,150-299,179,117,62,-62,180,118
Classic (after opt),train,NCI-H716,150-299,179,163,16,-16,180,164
Classic (after opt),train,NCI-H716,150-299,179,179,0,0,180,180
Classic (after opt),train,NCI-H2170,150-299,180,156,24,-24,181,157
Classic (after opt),test,NCI-H2170,150-299,180,131,49,-49,181,132
Classic (after opt),train,NCI-H2170,150-299,180,127,53,-53,181,128
Classic (after opt),train,NCI-H2170,150-299,180,148,32,-32,181,149
Classic (after opt),val,NCI-H2170,150-299,181,137,44,-44,182,138
Classic (after opt),train,NCI-H2170,150-299,181,167,14,-14,182,168
Classic (after opt),train,NCI-H2170,150-299,181,210,29,29,182,211
Classic (after opt),train,NCI-H2170,150-299,181,253,72,72,182,254
Classic (after opt),train,NCI-H2170,150-299,181,163,18,-18,182,164
Classic (after opt),train,NCI-H2170,150-299,181,170,11,-11,182,171
Classic (after opt),train,NCI-H716,150-299,181,140,41,-41,182,141
Classic (after opt),train,SNU16,150-299,181,175,6,-6,182,176
Classic (after opt),test,NCI-H2170,150-299,182,136,46,-46,183,137
Classic (after opt),test,NCI-H2170,150-299,182,281,99,99,183,282
Classic (after opt),train,NCI-H2170,150-299,182,154,28,-28,183,155
Classic (after opt),train,NCI-H716,150-299,182,221,39,39,183,222
Classic (after opt),val,NCI-H2170,150-299,183,140,43,-43,184,141
Classic (after opt),train,NCI-H2170,150-299,183,96,87,-87,184,97
Classic (after opt),test,SNU16,150-299,183,166,17,-17,184,167
Classic (after opt),train,NCI-H2170,150-299,184,152,32,-32,185,153
Classic (after opt),test,NCI-H2170,150-299,184,161,23,-23,185,162
Classic (after opt),train,NCI-H2170,150-299,184,136,48,-48,185,137
Classic (after opt),test,NCI-H2170,150-299,184,170,14,-14,185,171
Classic (after opt),train,NCI-H2170,150-299,184,128,56,-56,185,129
Classic (after opt),train,NCI-H2170,150-299,185,111,74,-74,186,112
Classic (after opt),train,NCI-H2170,150-299,185,119,66,-66,186,120
Classic (after opt),test,NCI-H716,150-299,185,224,39,39,186,225
Classic (after opt),train,NCI-H2170,150-299,186,148,38,-38,187,149
Classic (after opt),train,NCI-H2170,150-299,186,143,43,-43,187,144
Classic (after opt),test,NCI-H2170,150-299,186,133,53,-53,187,134
Classic (after opt),train,NCI-H2170,150-299,186,140,46,-46,187,141
Classic (after opt),train,NCI-H2170,150-299,187,176,11,-11,188,177
Classic (after opt),test,NCI-H2170,150-299,187,128,59,-59,188,129
Classic (after opt),val,NCI-H2170,150-299,188,156,32,-32,189,157
Classic (after opt),train,NCI-H2170,150-299,188,154,34,-34,189,155
Classic (after opt),train,NCI-H2170,150-299,189,85,104,-104,190,86
Classic (after opt),test,NCI-H2170,150-299,189,196,7,7,190,197
Classic (after opt),val,SNU16,150-299,189,176,13,-13,190,177
Classic (after opt),train,NCI-H2170,150-299,190,143,47,-47,191,144
Classic (after opt),train,NCI-H2170,150-299,190,119,71,-71,191,120
Classic (after opt),train,SNU16,150-299,190,196,6,6,191,197
Classic (after opt),train,NCI-H2170,150-299,191,243,52,52,192,244
Classic (after opt),train,NCI-H2170,150-299,191,107,84,-84,192,108
Classic (after opt),val,NCI-H2170,150-299,191,147,44,-44,192,148
Classic (after opt),test,NCI-H2170,150-299,191,168,23,-23,192,169
Classic (after opt),train,NCI-H2170,150-299,191,159,32,-32,192,160
Classic (after opt),train,NCI-H716,150-299,191,199,8,8,192,200
Classic (after opt),test,SNU16,150-299,191,207,16,16,192,208
Classic (after opt),test,NCI-H2170,150-299,192,213,21,21,193,214
Classic (after opt),val,NCI-H2170,150-299,192,133,59,-59,193,134
Classic (after opt),val,NCI-H2170,150-299,192,128,64,-64,193,129
Classic (after opt),train,NCI-H2170,150-299,193,139,54,-54,194,140
Classic (after opt),test,NCI-H2170,150-299,193,122,71,-71,194,123
Classic (after opt),test,SNU16,150-299,193,202,9,9,194,203
Classic (after opt),train,NCI-H2170,150-299,194,165,29,-29,195,166
Classic (after opt),train,NCI-H2170,150-299,194,117,77,-77,195,118
Classic (after opt),train,NCI-H716,150-299,194,256,62,62,195,257
Classic (after opt),val,NCI-H2170,150-299,195,110,85,-85,196,111
Classic (after opt),train,NCI-H716,150-299,195,280,85,85,196,281
Classic (after opt),train,NCI-H2170,150-299,196,100,96,-96,197,101
Classic (after opt),val,NCI-H2170,150-299,196,173,23,-23,197,174
Classic (after opt),train,NCI-H2170,150-299,197,268,71,71,198,269
Classic (after opt),train,NCI-H2170,150-299,197,166,31,-31,198,167
Classic (after opt),train,NCI-H2170,150-299,197,142,55,-55,198,143
Classic (after opt),train,NCI-H2170,150-299,199,165,34,-34,200,166
Classic (after opt),train,NCI-H2170,150-299,199,118,81,-81,200,119
Classic (after opt),train,NCI-H2170,150-299,200,131,69,-69,201,132
Classic (after opt),train,NCI-H2170,150-299,201,171,30,-30,202,172
Classic (after opt),val,NCI-H2170,150-299,201,175,26,-26,202,176
Classic (after opt),val,NCI-H2170,150-299,201,152,49,-49,202,153
Classic (after opt),train,NCI-H2170,150-299,201,153,48,-48,202,154
Classic (after opt),test,NCI-H2170,150-299,202,260,58,58,203,261
Classic (after opt),train,NCI-H2170,150-299,202,158,44,-44,203,159
Classic (after opt),val,NCI-H716,150-299,202,205,3,3,203,206
Classic (after opt),val,NCI-H2170,150-299,203,177,26,-26,204,178
Classic (after opt),train,NCI-H2170,150-299,203,120,83,-83,204,121
Classic (after opt),train,SNU16,150-299,203,216,13,13,204,217
