uid,split,cell_line,cond,model,gt_count,pred_count
ncih2170_antibiotics_ps_63,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),862,824
ncih2170_antibiotics_ps_64,val,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),281,284
ncih2170_antibiotics_ps_65,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),131,128
ncih2170_antibiotics_ps_67,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),153,155
ncih2170_antibiotics_ps_68,val,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),210,206
ncih2170_antibiotics_ps_69,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),190,172
ncih2170_antibiotics_ps_7,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),191,206
ncih2170_antibiotics_ps_70,val,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),148,146
ncih2170_antibiotics_ps_72,val,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),139,139
ncih2170_antibiotics_ps_73,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),370,366
ncih2170_antibiotics_ps_75,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),88,82
ncih2170_antibiotics_ps_76,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),209,205
ncih2170_antibiotics_ps_77,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),264,293
ncih2170_antibiotics_ps_78,test,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),164,163
ncih2170_antibiotics_ps_79,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),505,525
ncih2170_antibiotics_ps_8,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),69,69
ncih2170_antibiotics_ps_80,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),286,279
ncih2170_antibiotics_ps_81,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),462,454
ncih2170_antibiotics_ps_82,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),125,126
ncih2170_antibiotics_ps_83,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),126,129
ncih2170_antibiotics_ps_84,test,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),124,129
ncih2170_antibiotics_ps_85,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),181,186
ncih2170_antibiotics_ps_86,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),119,122
ncih2170_antibiotics_ps_87,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),150,149
ncih2170_antibiotics_ps_88,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),425,458
ncih2170_antibiotics_ps_89,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),117,128
ncih2170_antibiotics_ps_9,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),243,250
ncih2170_antibiotics_ps_90,test,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),159,160
ncih2170_antibiotics_ps_92,val,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),203,204
ncih2170_antibiotics_ps_94,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),147,145
ncih2170_antibiotics_ps_95,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),350,410
ncih2170_antibiotics_ps_97,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),136,145
ncih2170_antibiotics_ps_98_a,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),98,95
ncih2170_antibiotics_ps_98_b,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),229,295
ncih2170_antibiotics_ps_99,test,NCI-H2170,ncih2170_antibiotics_ps,ecCount (peaks),83,79
ncih2170_antibiotics_ps_g_100,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),274,264
ncih2170_antibiotics_ps_g_101,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),93,93
ncih2170_antibiotics_ps_g_102,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),217,218
ncih2170_antibiotics_ps_g_103,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),801,801
ncih2170_antibiotics_ps_g_104,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),92,87
ncih2170_antibiotics_ps_g_105,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),151,159
ncih2170_antibiotics_ps_g_106,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),246,253
ncih2170_antibiotics_ps_g_107_a,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),103,99
ncih2170_antibiotics_ps_g_108,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),83,80
ncih2170_antibiotics_ps_g_110,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),66,68
ncih2170_antibiotics_ps_g_111,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),152,148
ncih2170_antibiotics_ps_g_112,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),184,182
ncih2170_antibiotics_ps_g_113,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),79,84
ncih2170_antibiotics_ps_g_114,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),202,185
ncih2170_antibiotics_ps_g_115,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),296,285
ncih2170_antibiotics_ps_g_116,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),107,106
ncih2170_antibiotics_ps_g_36,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),912,919
ncih2170_antibiotics_ps_g_37,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),283,287
ncih2170_antibiotics_ps_g_38,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),223,230
ncih2170_antibiotics_ps_g_39,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),58,66
ncih2170_antibiotics_ps_g_40,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),98,111
ncih2170_antibiotics_ps_g_42,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),245,274
ncih2170_antibiotics_ps_g_43,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),491,504
ncih2170_antibiotics_ps_g_44_a,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),52,50
ncih2170_antibiotics_ps_g_45,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),94,99
ncih2170_antibiotics_ps_g_46,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),148,154
ncih2170_antibiotics_ps_g_47,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),506,485
ncih2170_antibiotics_ps_g_48,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),362,356
ncih2170_antibiotics_ps_g_49,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),446,425
ncih2170_antibiotics_ps_g_50,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),285,283
ncih2170_antibiotics_ps_g_51,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),86,95
ncih2170_antibiotics_ps_g_54,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),182,282
ncih2170_antibiotics_ps_g_55,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),375,418
ncih2170_antibiotics_ps_g_56,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),174,189
ncih2170_antibiotics_ps_g_60,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),76,78
ncih2170_antibiotics_ps_g_61,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),181,198
ncih2170_antibiotics_ps_g_62,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),244,239
ncih2170_antibiotics_ps_g_63,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),78,77
ncih2170_antibiotics_ps_g_64,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),340,365
ncih2170_antibiotics_ps_g_65,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),192,197
ncih2170_antibiotics_ps_g_66,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),79,85
ncih2170_antibiotics_ps_g_67,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),90,94
ncih2170_antibiotics_ps_g_68,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),78,77
ncih2170_antibiotics_ps_g_69,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),46,41
ncih2170_antibiotics_ps_g_71,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),157,163
ncih2170_antibiotics_ps_g_72,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),138,135
ncih2170_antibiotics_ps_g_74,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),213,220
ncih2170_antibiotics_ps_g_76,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),90,95
ncih2170_antibiotics_ps_g_77,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),112,110
ncih2170_antibiotics_ps_g_81,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),150,143
ncih2170_antibiotics_ps_g_85,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),289,317
ncih2170_antibiotics_ps_g_86,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),85,93
ncih2170_antibiotics_ps_g_88_a,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),115,106
ncih2170_antibiotics_ps_g_88_b,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),121,127
ncih2170_antibiotics_ps_g_89,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),103,102
ncih2170_antibiotics_ps_g_90,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),127,126
ncih2170_antibiotics_ps_g_91,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),560,561
ncih2170_antibiotics_ps_g_92,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),145,135
ncih2170_antibiotics_ps_g_94,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),235,238
ncih2170_antibiotics_ps_g_95,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),180,177
ncih2170_antibiotics_ps_g_96,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),521,511
ncih2170_antibiotics_ps_g_97,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),252,248
ncih2170_antibiotics_ps_g_98,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),167,155
ncih2170_antibiotics_ps_g_99,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (peaks),867,871
ncih2170_cart_72h_blank_ctrl_19,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),210,216
ncih2170_cart_72h_blank_ctrl_28,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),191,143
ncih2170_cart_72h_blank_ctrl_30,test,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),406,371
ncih2170_cart_72h_blank_ctrl_31,test,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),103,76
ncih2170_cart_72h_blank_ctrl_32,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),99,98
ncih2170_cart_72h_blank_ctrl_33,test,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),80,47
ncih2170_cart_72h_blank_ctrl_34,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),88,72
ncih2170_cart_72h_blank_ctrl_35,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),168,115
ncih2170_cart_72h_blank_ctrl_36,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),86,75
ncih2170_cart_72h_blank_ctrl_38,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),156,95
ncih2170_cart_72h_blank_ctrl_39,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),189,111
ncih2170_cart_72h_blank_ctrl_5,val,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),94,67
ncih2170_cart_72h_blank_ctrl_50,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),149,139
ncih2170_cart_72h_blank_ctrl_51,test,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),48,57
ncih2170_cart_72h_blank_ctrl_52,test,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),246,257
ncih2170_cart_72h_blank_ctrl_53,val,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),56,69
ncih2170_cart_72h_blank_ctrl_55,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),56,56
ncih2170_cart_72h_blank_ctrl_56,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),132,142
ncih2170_cart_72h_blank_ctrl_57,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),75,88
ncih2170_cart_72h_blank_ctrl_59,test,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),55,171
ncih2170_cart_72h_blank_ctrl_61,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),47,55
ncih2170_cart_72h_blank_ctrl_62,test,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),184,225
ncih2170_cart_72h_blank_ctrl_64,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),47,51
ncih2170_cart_72h_blank_ctrl_67,val,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),103,126
ncih2170_cart_72h_blank_ctrl_7,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),196,141
ncih2170_cart_72h_blank_ctrl_71,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),133,151
ncih2170_cart_72h_blank_ctrl_74,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),43,43
ncih2170_cart_72h_blank_ctrl_8,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),132,116
ncih2170_cart_72h_blank_ctrl_80,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),76,70
ncih2170_cart_72h_blank_ctrl_82,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),105,112
ncih2170_cart_72h_blank_ctrl_83,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),35,34
ncih2170_cart_72h_blank_ctrl_88,val,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),35,36
ncih2170_cart_72h_blank_ctrl_89,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),238,261
ncih2170_cart_72h_blank_ctrl_92,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),176,161
ncih2170_cart_72h_blank_ctrl_95,val,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),17,20
ncih2170_cart_72h_blank_ctrl_98,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),257,239
ncih2170_cart_72h_blank_ctrl_99,test,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (peaks),51,42
ncih2170_cart_72h_cart_1,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),75,73
ncih2170_cart_72h_cart_100,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),664,741
ncih2170_cart_72h_cart_16,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),16,17
ncih2170_cart_72h_cart_17,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),44,43
ncih2170_cart_72h_cart_20,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),53,57
ncih2170_cart_72h_cart_21,val,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),71,82
ncih2170_cart_72h_cart_22,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),15,20
ncih2170_cart_72h_cart_27,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),71,71
ncih2170_cart_72h_cart_31,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),119,116
ncih2170_cart_72h_cart_32,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),74,68
ncih2170_cart_72h_cart_33,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),117,144
ncih2170_cart_72h_cart_36,test,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),71,71
ncih2170_cart_72h_cart_38,val,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),46,58
ncih2170_cart_72h_cart_4,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),41,41
ncih2170_cart_72h_cart_40,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),22,25
ncih2170_cart_72h_cart_47,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),81,80
ncih2170_cart_72h_cart_49,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),18,21
ncih2170_cart_72h_cart_5,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),27,28
ncih2170_cart_72h_cart_55,test,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),61,64
ncih2170_cart_72h_cart_57,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),99,104
ncih2170_cart_72h_cart_60,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),30,28
ncih2170_cart_72h_cart_61,val,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),9,11
ncih2170_cart_72h_cart_62,test,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),93,94
ncih2170_cart_72h_cart_63,test,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),85,78
ncih2170_cart_72h_cart_64,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),78,77
ncih2170_cart_72h_cart_69,test,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),52,57
ncih2170_cart_72h_cart_73,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),73,81
ncih2170_cart_72h_cart_77,val,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),75,73
ncih2170_cart_72h_cart_78,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),112,106
ncih2170_cart_72h_cart_80,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),244,255
ncih2170_cart_72h_cart_81,val,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),58,58
ncih2170_cart_72h_cart_82,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),69,67
ncih2170_cart_72h_cart_83,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),102,110
ncih2170_cart_72h_cart_88,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),111,108
ncih2170_cart_72h_cart_89,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),497,528
ncih2170_cart_72h_cart_90,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),175,236
ncih2170_cart_72h_cart_91,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),382,594
ncih2170_cart_72h_cart_93,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),184,173
ncih2170_cart_72h_cart_95,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),318,249
ncih2170_cart_72h_cart_96,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),105,131
ncih2170_cart_72h_cart_97,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),181,220
ncih2170_cart_72h_cart_99,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (peaks),179,204
ncih2170_cart_72h_nt_ctrl_10,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),76,83
ncih2170_cart_72h_nt_ctrl_100,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),143,117
ncih2170_cart_72h_nt_ctrl_12,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),209,223
ncih2170_cart_72h_nt_ctrl_13,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),78,80
ncih2170_cart_72h_nt_ctrl_16,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),74,84
ncih2170_cart_72h_nt_ctrl_17,val,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),188,208
ncih2170_cart_72h_nt_ctrl_18,val,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),102,97
ncih2170_cart_72h_nt_ctrl_19,val,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),33,33
ncih2170_cart_72h_nt_ctrl_20,test,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),126,149
ncih2170_cart_72h_nt_ctrl_21,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),186,191
ncih2170_cart_72h_nt_ctrl_24,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),35,42
ncih2170_cart_72h_nt_ctrl_26,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),130,129
ncih2170_cart_72h_nt_ctrl_28,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),162,173
ncih2170_cart_72h_nt_ctrl_32,val,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),201,233
ncih2170_cart_72h_nt_ctrl_37,val,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),107,100
ncih2170_cart_72h_nt_ctrl_39,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),53,47
ncih2170_cart_72h_nt_ctrl_4,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),77,82
ncih2170_cart_72h_nt_ctrl_41,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),142,142
ncih2170_cart_72h_nt_ctrl_43,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),142,150
ncih2170_cart_72h_nt_ctrl_44,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),75,90
ncih2170_cart_72h_nt_ctrl_45,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),188,215
ncih2170_cart_72h_nt_ctrl_46,test,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),242,305
ncih2170_cart_72h_nt_ctrl_47,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),157,182
ncih2170_cart_72h_nt_ctrl_48,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),60,69
ncih2170_cart_72h_nt_ctrl_49,test,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),65,65
ncih2170_cart_72h_nt_ctrl_52,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),136,80
ncih2170_cart_72h_nt_ctrl_54,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),245,259
ncih2170_cart_72h_nt_ctrl_55,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),216,194
ncih2170_cart_72h_nt_ctrl_56,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),246,280
ncih2170_cart_72h_nt_ctrl_57,test,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),119,126
ncih2170_cart_72h_nt_ctrl_58,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),211,180
ncih2170_cart_72h_nt_ctrl_59,val,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),160,216
ncih2170_cart_72h_nt_ctrl_6,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),51,51
ncih2170_cart_72h_nt_ctrl_61,test,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),223,244
ncih2170_cart_72h_nt_ctrl_62,val,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),168,140
ncih2170_cart_72h_nt_ctrl_63,val,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),160,163
ncih2170_cart_72h_nt_ctrl_65,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),74,45
ncih2170_cart_72h_nt_ctrl_66,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),291,261
ncih2170_cart_72h_nt_ctrl_67,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),87,82
ncih2170_cart_72h_nt_ctrl_69,test,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),110,92
ncih2170_cart_72h_nt_ctrl_71,test,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),126,70
ncih2170_cart_72h_nt_ctrl_74,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),348,380
ncih2170_cart_72h_nt_ctrl_75,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),99,109
ncih2170_cart_72h_nt_ctrl_77,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),159,160
ncih2170_cart_72h_nt_ctrl_80,test,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),400,431
ncih2170_cart_72h_nt_ctrl_81,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),478,618
ncih2170_cart_72h_nt_ctrl_83,test,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),169,205
ncih2170_cart_72h_nt_ctrl_87,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),231,223
ncih2170_cart_72h_nt_ctrl_88,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),534,559
ncih2170_cart_72h_nt_ctrl_9,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),84,87
ncih2170_cart_72h_nt_ctrl_91,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),113,127
ncih2170_cart_72h_nt_ctrl_92,val,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),147,174
ncih2170_cart_72h_nt_ctrl_93,val,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),451,554
ncih2170_cart_72h_nt_ctrl_94,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (peaks),226,222
