model,split,cell_line_display,density_bin,gt_count,pred_count,abs_error,signed_error,gt_count_plot,pred_count_plot,unique_id
Label Engine,train,NCI-H2170,50-149,115,64,51,-51,116,65,1536
Label Engine,train,NCI-H2170,50-149,115,105,10,-10,116,106,1537
Label Engine,train,NCI-H2170,50-149,116,109,7,-7,117,110,1538
Label Engine,train,NCI-H2170,50-149,116,84,32,-32,117,85,1539
Label Engine,test,NCI-H2170,50-149,116,102,14,-14,117,103,1540
Label Engine,train,NCI-H2170,50-149,116,96,20,-20,117,97,1541
Label Engine,train,NCI-H716,50-149,116,97,19,-19,117,98,1542
Label Engine,train,NCI-H2170,50-149,117,113,4,-4,118,114,1543
Label Engine,train,NCI-H2170,50-149,117,89,28,-28,118,90,1544
Label Engine,train,NCI-H2170,50-149,117,116,1,-1,118,117,1545
Label Engine,train,NCI-H2170,50-149,118,74,44,-44,119,75,1546
Label Engine,train,SNU16,50-149,118,27,91,-91,119,28,1547
Label Engine,train,NCI-H2170,50-149,119,115,4,-4,120,116,1548
Label Engine,train,NCI-H2170,50-149,119,59,60,-60,120,60,1549
Label Engine,test,NCI-H2170,50-149,119,66,53,-53,120,67,1550
Label Engine,train,NCI-H2170,50-149,119,170,51,51,120,171,1551
Label Engine,train,NCI-H2170,50-149,120,116,4,-4,121,117,1552
Label Engine,train,NCI-H2170,50-149,120,98,22,-22,121,99,1553
Label Engine,train,NCI-H2170,50-149,120,95,25,-25,121,96,1554
Label Engine,train,NCI-H716,50-149,120,74,46,-46,121,75,1555
Label Engine,val,NCI-H2170,50-149,121,103,18,-18,122,104,1556
Label Engine,train,NCI-H2170,50-149,121,112,9,-9,122,113,1557
Label Engine,train,NCI-H2170,50-149,121,118,3,-3,122,119,1558
Label Engine,train,NCI-H2170,50-149,121,123,2,2,122,124,1559
Label Engine,train,NCI-H2170,50-149,121,105,16,-16,122,106,1560
Label Engine,train,NCI-H2170,50-149,122,113,9,-9,123,114,1561
Label Engine,train,NCI-H2170,50-149,122,124,2,2,123,125,1562
Label Engine,train,NCI-H2170,50-149,122,115,7,-7,123,116,1563
Label Engine,train,NCI-H2170,50-149,122,103,19,-19,123,104,1564
Label Engine,train,NCI-H2170,50-149,123,132,9,9,124,133,1565
Label Engine,train,NCI-H2170,50-149,123,95,28,-28,124,96,1566
Label Engine,val,NCI-H2170,50-149,123,98,25,-25,124,99,1567
Label Engine,val,NCI-H2170,50-149,123,99,24,-24,124,100,1568
Label Engine,train,SNU16,50-149,123,107,16,-16,124,108,1569
Label Engine,train,NCI-H2170,50-149,124,122,2,-2,125,123,1570
Label Engine,test,NCI-H2170,50-149,124,120,4,-4,125,121,1571
Label Engine,train,NCI-H2170,50-149,124,119,5,-5,125,120,1572
Label Engine,train,NCI-H2170,50-149,124,119,5,-5,125,120,1573
Label Engine,train,SNU16,50-149,124,34,90,-90,125,35,1574
Label Engine,val,NCI-H2170,50-149,125,118,7,-7,126,119,1575
Label Engine,train,NCI-H2170,50-149,125,110,15,-15,126,111,1576
Label Engine,train,NCI-H2170,50-149,125,120,5,-5,126,121,1577
Label Engine,train,NCI-H2170,50-149,125,110,15,-15,126,111,1578
Label Engine,train,NCI-H2170,50-149,125,103,22,-22,126,104,1579
Label Engine,train,NCI-H2170,50-149,125,100,25,-25,126,101,1580
Label Engine,train,NCI-H2170,50-149,125,111,14,-14,126,112,1581
Label Engine,test,SNU16,50-149,125,185,60,60,126,186,1582
Label Engine,train,NCI-H2170,50-149,126,124,2,-2,127,125,1583
Label Engine,test,NCI-H2170,50-149,126,140,14,14,127,141,1584
Label Engine,test,NCI-H2170,50-149,126,32,94,-94,127,33,1585
Label Engine,train,NCI-H2170,50-149,127,121,6,-6,128,122,1586
Label Engine,train,NCI-H2170,50-149,127,82,45,-45,128,83,1587
Label Engine,train,NCI-H716,50-149,127,92,35,-35,128,93,1588
Label Engine,train,NCI-H2170,50-149,128,149,21,21,129,150,1589
Label Engine,train,NCI-H2170,50-149,128,127,1,-1,129,128,1590
Label Engine,train,NCI-H2170,50-149,128,103,25,-25,129,104,1591
Label Engine,train,NCI-H716,50-149,128,99,29,-29,129,100,1592
Label Engine,val,NCI-H2170,50-149,129,169,40,40,130,170,1593
Label Engine,train,NCI-H2170,50-149,129,130,1,1,130,131,1594
Label Engine,train,NCI-H716,50-149,129,141,12,12,130,142,1595
Label Engine,train,NCI-H2170,50-149,130,115,15,-15,131,116,1596
Label Engine,train,NCI-H2170,50-149,130,127,3,-3,131,128,1597
Label Engine,train,NCI-H2170,50-149,130,131,1,1,131,132,1598
Label Engine,train,NCI-H2170,50-149,131,131,0,0,132,132,1599
Label Engine,train,NCI-H2170,50-149,131,124,7,-7,132,125,1600
Label Engine,train,NCI-H716,50-149,131,69,62,-62,132,70,1601
Label Engine,train,NCI-H716,50-149,131,76,55,-55,132,77,1602
Label Engine,train,NCI-H2170,50-149,132,177,45,45,133,178,1603
Label Engine,train,NCI-H2170,50-149,132,113,19,-19,133,114,1604
Label Engine,train,NCI-H2170,50-149,132,75,57,-57,133,76,1605
Label Engine,test,NCI-H2170,50-149,132,138,6,6,133,139,1606
Label Engine,train,NCI-H2170,50-149,132,80,52,-52,133,81,1607
Label Engine,train,NCI-H2170,50-149,132,121,11,-11,133,122,1608
Label Engine,val,NCI-H716,50-149,132,108,24,-24,133,109,1609
Label Engine,train,NCI-H716,50-149,132,125,7,-7,133,126,1610
Label Engine,train,NCI-H716,50-149,132,70,62,-62,133,71,1611
Label Engine,train,NCI-H2170,50-149,133,136,3,3,134,137,1612
Label Engine,train,NCI-H2170,50-149,133,222,89,89,134,223,1613
Label Engine,train,NCI-H2170,50-149,133,106,27,-27,134,107,1614
Label Engine,train,NCI-H2170,50-149,134,112,22,-22,135,113,1615
Label Engine,val,NCI-H2170,50-149,134,87,47,-47,135,88,1616
Label Engine,train,NCI-H716,50-149,134,97,37,-37,135,98,1617
Label Engine,train,NCI-H2170,50-149,135,137,2,2,136,138,1618
Label Engine,train,NCI-H2170,50-149,135,99,36,-36,136,100,1619
Label Engine,train,NCI-H2170,50-149,135,117,18,-18,136,118,1620
Label Engine,test,NCI-H2170,50-149,135,129,6,-6,136,130,1621
Label Engine,train,NCI-H716,50-149,135,95,40,-40,136,96,1622
Label Engine,train,NCI-H716,50-149,135,111,24,-24,136,112,1623
Label Engine,train,NCI-H2170,50-149,136,138,2,2,137,139,1624
Label Engine,train,NCI-H2170,50-149,136,26,110,-110,137,27,1625
Label Engine,train,NCI-H2170,50-149,137,114,23,-23,138,115,1626
Label Engine,train,NCI-H716,50-149,137,83,54,-54,138,84,1627
Label Engine,train,NCI-H2170,50-149,138,127,11,-11,139,128,1628
Label Engine,test,NCI-H2170,50-149,138,147,9,9,139,148,1629
Label Engine,train,NCI-H2170,50-149,138,122,16,-16,139,123,1630
Label Engine,train,NCI-H2170,50-149,138,114,24,-24,139,115,1631
Label Engine,train,NCI-H2170,50-149,139,135,4,-4,140,136,1632
Label Engine,val,NCI-H2170,50-149,139,143,4,4,140,144,1633
Label Engine,test,NCI-H2170,50-149,139,79,60,-60,140,80,1634
Label Engine,train,NCI-H2170,50-149,139,125,14,-14,140,126,1635
Label Engine,test,NCI-H716,50-149,139,56,83,-83,140,57,1636
Label Engine,test,SNU16,50-149,140,176,36,36,141,177,1637
Label Engine,train,NCI-H2170,50-149,141,139,2,-2,142,140,1638
Label Engine,val,NCI-H2170,50-149,141,149,8,8,142,150,1639
Label Engine,val,NCI-H2170,50-149,141,116,25,-25,142,117,1640
Label Engine,train,NCI-H2170,50-149,141,118,23,-23,142,119,1641
Label Engine,train,SNU16,50-149,141,136,5,-5,142,137,1642
Label Engine,train,SNU16,50-149,141,108,33,-33,142,109,1643
Label Engine,train,NCI-H2170,50-149,142,153,11,11,143,154,1644
Label Engine,test,NCI-H2170,50-149,142,124,18,-18,143,125,1645
Label Engine,train,NCI-H2170,50-149,142,95,47,-47,143,96,1646
Label Engine,train,NCI-H2170,50-149,142,70,72,-72,143,71,1647
Label Engine,train,NCI-H2170,50-149,142,140,2,-2,143,141,1648
Label Engine,train,NCI-H2170,50-149,142,138,4,-4,143,139,1649
Label Engine,train,SNU16,50-149,142,88,54,-54,143,89,1650
Label Engine,val,COLO320DM,50-149,143,131,12,-12,144,132,1651
Label Engine,train,NCI-H2170,50-149,143,143,0,0,144,144,1652
Label Engine,train,NCI-H2170,50-149,143,84,59,-59,144,85,1653
Label Engine,val,NCI-H2170,50-149,143,145,2,2,144,146,1654
Label Engine,train,NCI-H2170,50-149,143,117,26,-26,144,118,1655
Label Engine,train,NCI-H2170,50-149,143,125,18,-18,144,126,1656
Label Engine,train,COLO320DM,50-149,144,130,14,-14,145,131,1657
Label Engine,val,NCI-H716,50-149,144,67,77,-77,145,68,1658
Label Engine,train,NCI-H716,50-149,144,45,99,-99,145,46,1659
Label Engine,train,SNU16,50-149,144,130,14,-14,145,131,1660
Label Engine,train,SNU16,50-149,144,89,55,-55,145,90,1661
Label Engine,train,NCI-H2170,50-149,145,137,8,-8,146,138,1662
Label Engine,val,NCI-H2170,50-149,145,132,13,-13,146,133,1663
Label Engine,train,NCI-H2170,50-149,145,109,36,-36,146,110,1664
Label Engine,train,NCI-H2170,50-149,146,148,2,2,147,149,1665
Label Engine,train,NCI-H2170,50-149,146,131,15,-15,147,132,1666
Label Engine,train,NCI-H2170,50-149,146,137,9,-9,147,138,1667
Label Engine,train,NCI-H2170,50-149,147,126,21,-21,148,127,1668
Label Engine,train,NCI-H2170,50-149,147,140,7,-7,148,141,1669
Label Engine,val,NCI-H2170,50-149,147,149,2,2,148,150,1670
Label Engine,train,NCI-H2170,50-149,147,128,19,-19,148,129,1671
Label Engine,val,NCI-H2170,50-149,147,95,52,-52,148,96,1672
Label Engine,test,NCI-H2170,50-149,148,147,1,-1,149,148,1673
Label Engine,val,NCI-H2170,50-149,148,135,13,-13,149,136,1674
Label Engine,train,NCI-H2170,50-149,148,151,3,3,149,152,1675
Label Engine,val,NCI-H2170,50-149,148,102,46,-46,149,103,1676
Label Engine,val,NCI-H716,50-149,148,106,42,-42,149,107,1677
Label Engine,train,SNU16,50-149,148,120,28,-28,149,121,1678
Label Engine,train,NCI-H2170,50-149,149,136,13,-13,150,137,1679
Label Engine,train,NCI-H2170,50-149,149,128,21,-21,150,129,1680
Label Engine,train,NCI-H2170,150-299,150,147,3,-3,151,148,1681
Label Engine,train,NCI-H2170,150-299,150,151,1,1,151,152,1682
Label Engine,train,NCI-H2170,150-299,150,173,23,23,151,174,1683
Label Engine,val,NCI-H2170,150-299,150,129,21,-21,151,130,1684
Label Engine,train,NCI-H2170,150-299,150,126,24,-24,151,127,1685
Label Engine,test,NCI-H716,150-299,150,74,76,-76,151,75,1686
Label Engine,test,SNU16,150-299,150,105,45,-45,151,106,1687
Label Engine,val,NCI-H2170,150-299,151,153,2,2,152,154,1688
Label Engine,train,NCI-H2170,150-299,151,135,16,-16,152,136,1689
Label Engine,test,NCI-H2170,150-299,151,108,43,-43,152,109,1690
Label Engine,train,SNU16,150-299,151,162,11,11,152,163,1691
Label Engine,train,NCI-H2170,150-299,152,134,18,-18,153,135,1692
Label Engine,train,NCI-H2170,150-299,152,92,60,-60,153,93,1693
Label Engine,val,NCI-H2170,150-299,152,135,17,-17,153,136,1694
Label Engine,train,NCI-H2170,150-299,152,147,5,-5,153,148,1695
Label Engine,val,NCI-H2170,150-299,152,124,28,-28,153,125,1696
Label Engine,train,NCI-H2170,150-299,152,108,44,-44,153,109,1697
Label Engine,val,NCI-H716,150-299,152,112,40,-40,153,113,1698
Label Engine,train,NCI-H2170,150-299,153,150,3,-3,154,151,1699
Label Engine,train,NCI-H2170,150-299,153,170,17,17,154,171,1700
Label Engine,val,NCI-H2170,150-299,153,143,10,-10,154,144,1701
Label Engine,train,NCI-H2170,150-299,153,151,2,-2,154,152,1702
Label Engine,train,NCI-H2170,150-299,153,165,12,12,154,166,1703
Label Engine,train,NCI-H2170,150-299,154,155,1,1,155,156,1704
Label Engine,train,NCI-H2170,150-299,155,131,24,-24,156,132,1705
Label Engine,train,NCI-H2170,150-299,156,75,81,-81,157,76,1706
Label Engine,val,NCI-H2170,150-299,156,149,7,-7,157,150,1707
Label Engine,val,NCI-H2170,150-299,157,161,4,4,158,162,1708
Label Engine,val,NCI-H2170,150-299,157,161,4,4,158,162,1709
Label Engine,train,NCI-H2170,150-299,157,156,1,-1,158,157,1710
Label Engine,train,NCI-H2170,150-299,157,131,26,-26,158,132,1711
Label Engine,train,SNU16,150-299,157,131,26,-26,158,132,1712
Label Engine,val,NCI-H2170,150-299,158,142,16,-16,159,143,1713
Label Engine,val,NCI-H2170,150-299,158,151,7,-7,159,152,1714
Label Engine,test,SNU16,150-299,158,160,2,2,159,161,1715
Label Engine,val,NCI-H2170,150-299,159,163,4,4,160,164,1716
Label Engine,test,NCI-H2170,150-299,159,159,0,0,160,160,1717
Label Engine,train,NCI-H2170,150-299,159,146,13,-13,160,147,1718
Label Engine,train,NCI-H2170,150-299,160,152,8,-8,161,153,1719
Label Engine,val,NCI-H2170,150-299,160,144,16,-16,161,145,1720
Label Engine,val,NCI-H2170,150-299,160,90,70,-70,161,91,1721
Label Engine,train,NCI-H2170,150-299,160,153,7,-7,161,154,1722
Label Engine,train,NCI-H2170,150-299,161,116,45,-45,162,117,1723
Label Engine,val,SNU16,150-299,161,177,16,16,162,178,1724
Label Engine,train,NCI-H2170,150-299,162,162,0,0,163,163,1725
Label Engine,train,NCI-H2170,150-299,162,154,8,-8,163,155,1726
Label Engine,train,NCI-H2170,150-299,163,170,7,7,164,171,1727
Label Engine,train,NCI-H2170,150-299,163,84,79,-79,164,85,1728
Label Engine,train,NCI-H2170,150-299,163,132,31,-31,164,133,1729
Label Engine,test,NCI-H716,150-299,163,67,96,-96,164,68,1730
Label Engine,train,NCI-H716,150-299,163,153,10,-10,164,154,1731
Label Engine,test,NCI-H2170,150-299,164,141,23,-23,165,142,1732
Label Engine,train,NCI-H2170,150-299,164,134,30,-30,165,135,1733
Label Engine,train,NCI-H2170,150-299,165,158,7,-7,166,159,1734
Label Engine,train,NCI-H2170,150-299,165,113,52,-52,166,114,1735
Label Engine,train,NCI-H2170,150-299,166,106,60,-60,167,107,1736
Label Engine,train,NCI-H2170,150-299,166,147,19,-19,167,148,1737
Label Engine,val,NCI-H716,150-299,166,113,53,-53,167,114,1738
Label Engine,val,NCI-H716,150-299,166,123,43,-43,167,124,1739
Label Engine,test,NCI-H716,150-299,166,105,61,-61,167,106,1740
Label Engine,test,SNU16,150-299,166,119,47,-47,167,120,1741
Label Engine,train,NCI-H2170,150-299,167,156,11,-11,168,157,1742
Label Engine,train,NCI-H2170,150-299,167,179,12,12,168,180,1743
Label Engine,train,NCI-H2170,150-299,168,105,63,-63,169,106,1744
Label Engine,val,NCI-H2170,150-299,168,160,8,-8,169,161,1745
Label Engine,train,NCI-H2170,150-299,168,134,34,-34,169,135,1746
Label Engine,train,NCI-H2170,150-299,168,149,19,-19,169,150,1747
Label Engine,test,NCI-H2170,150-299,169,183,14,14,170,184,1748
Label Engine,val,NCI-H716,150-299,169,75,94,-94,170,76,1749
Label Engine,train,NCI-H2170,150-299,170,173,3,3,171,174,1750
Label Engine,train,NCI-H2170,150-299,170,164,6,-6,171,165,1751
Label Engine,test,NCI-H2170,150-299,170,128,42,-42,171,129,1752
Label Engine,train,SNU16,150-299,170,171,1,1,171,172,1753
Label Engine,test,NCI-H716,150-299,171,81,90,-90,172,82,1754
Label Engine,train,NCI-H2170,150-299,172,178,6,6,173,179,1755
Label Engine,train,NCI-H716,150-299,172,106,66,-66,173,107,1756
Label Engine,train,NCI-H716,150-299,172,160,12,-12,173,161,1757
Label Engine,train,SNU16,150-299,172,22,150,-150,173,23,1758
Label Engine,train,NCI-H2170,150-299,173,164,9,-9,174,165,1759
Label Engine,val,NCI-H2170,150-299,173,141,32,-32,174,142,1760
Label Engine,test,NCI-H2170,150-299,174,153,21,-21,175,154,1761
Label Engine,train,NCI-H2170,150-299,174,140,34,-34,175,141,1762
Label Engine,test,NCI-H2170,150-299,174,177,3,3,175,178,1763
Label Engine,val,SNU16,150-299,174,84,90,-90,175,85,1764
Label Engine,test,NCI-H2170,150-299,175,171,4,-4,176,172,1765
Label Engine,train,NCI-H2170,150-299,175,190,15,15,176,191,1766
Label Engine,test,NCI-H2170,150-299,175,123,52,-52,176,124,1767
Label Engine,train,NCI-H2170,150-299,176,55,121,-121,177,56,1768
Label Engine,train,NCI-H716,150-299,176,96,80,-80,177,97,1769
Label Engine,train,NCI-H2170,150-299,177,129,48,-48,178,130,1770
Label Engine,train,NCI-H2170,150-299,177,152,25,-25,178,153,1771
Label Engine,val,NCI-H2170,150-299,177,145,32,-32,178,146,1772
Label Engine,train,NCI-H2170,150-299,177,158,19,-19,178,159,1773
Label Engine,train,NCI-H716,150-299,177,105,72,-72,178,106,1774
Label Engine,test,SNU16,150-299,177,25,152,-152,178,26,1775
Label Engine,train,NCI-H2170,150-299,178,228,50,50,179,229,1776
Label Engine,test,NCI-H2170,150-299,178,161,17,-17,179,162,1777
Label Engine,train,NCI-H716,150-299,178,56,122,-122,179,57,1778
Label Engine,train,SNU16,150-299,178,144,34,-34,179,145,1779
Label Engine,train,NCI-H2170,150-299,179,172,7,-7,180,173,1780
Label Engine,test,NCI-H2170,150-299,179,154,25,-25,180,155,1781
Label Engine,train,NCI-H2170,150-299,179,181,2,2,180,182,1782
Label Engine,train,NCI-H2170,150-299,179,135,44,-44,180,136,1783
Label Engine,train,NCI-H716,150-299,179,91,88,-88,180,92,1784
Label Engine,train,NCI-H716,150-299,179,96,83,-83,180,97,1785
Label Engine,train,NCI-H2170,150-299,180,163,17,-17,181,164,1786
Label Engine,test,NCI-H2170,150-299,180,180,0,0,181,181,1787
Label Engine,train,NCI-H2170,150-299,180,134,46,-46,181,135,1788
Label Engine,train,NCI-H2170,150-299,180,159,21,-21,181,160,1789
Label Engine,val,NCI-H2170,150-299,181,199,18,18,182,200,1790
Label Engine,train,NCI-H2170,150-299,181,174,7,-7,182,175,1791
Label Engine,train,NCI-H2170,150-299,181,175,6,-6,182,176,1792
Label Engine,train,NCI-H2170,150-299,181,180,1,-1,182,181,1793
Label Engine,train,NCI-H2170,150-299,181,186,5,5,182,187,1794
Label Engine,train,NCI-H2170,150-299,181,143,38,-38,182,144,1795
Label Engine,train,NCI-H716,150-299,181,116,65,-65,182,117,1796
Label Engine,train,SNU16,150-299,181,58,123,-123,182,59,1797
Label Engine,test,NCI-H2170,150-299,182,183,1,1,183,184,1798
Label Engine,test,NCI-H2170,150-299,182,311,129,129,183,312,1799
Label Engine,train,NCI-H2170,150-299,182,140,42,-42,183,141,1800
Label Engine,train,NCI-H716,150-299,182,135,47,-47,183,136,1801
Label Engine,val,NCI-H2170,150-299,183,155,28,-28,184,156,1802
Label Engine,train,NCI-H2170,150-299,183,133,50,-50,184,134,1803
Label Engine,test,SNU16,150-299,183,103,80,-80,184,104,1804
Label Engine,train,NCI-H2170,150-299,184,173,11,-11,185,174,1805
Label Engine,test,NCI-H2170,150-299,184,173,11,-11,185,174,1806
Label Engine,train,NCI-H2170,150-299,184,162,22,-22,185,163,1807
Label Engine,test,NCI-H2170,150-299,184,183,1,-1,185,184,1808
Label Engine,train,NCI-H2170,150-299,184,148,36,-36,185,149,1809
Label Engine,train,NCI-H2170,150-299,185,142,43,-43,186,143,1810
Label Engine,train,NCI-H2170,150-299,185,165,20,-20,186,166,1811
Label Engine,test,NCI-H716,150-299,185,178,7,-7,186,179,1812
Label Engine,train,NCI-H2170,150-299,186,183,3,-3,187,184,1813
Label Engine,train,NCI-H2170,150-299,186,190,4,4,187,191,1814
Label Engine,test,NCI-H2170,150-299,186,197,11,11,187,198,1815
Label Engine,train,NCI-H2170,150-299,186,185,1,-1,187,186,1816
Label Engine,train,NCI-H2170,150-299,187,202,15,15,188,203,1817
Label Engine,test,NCI-H2170,150-299,187,172,15,-15,188,173,1818
Label Engine,val,NCI-H2170,150-299,188,192,4,4,189,193,1819
Label Engine,train,NCI-H2170,150-299,188,114,74,-74,189,115,1820
Label Engine,train,NCI-H2170,150-299,189,135,54,-54,190,136,1821
Label Engine,test,NCI-H2170,150-299,189,166,23,-23,190,167,1822
Label Engine,val,SNU16,150-299,189,62,127,-127,190,63,1823
Label Engine,train,NCI-H2170,150-299,190,163,27,-27,191,164,1824
Label Engine,train,NCI-H2170,150-299,190,181,9,-9,191,182,1825
Label Engine,train,SNU16,150-299,190,274,84,84,191,275,1826
Label Engine,train,NCI-H2170,150-299,191,208,17,17,192,209,1827
Label Engine,train,NCI-H2170,150-299,191,57,134,-134,192,58,1828
Label Engine,val,NCI-H2170,150-299,191,188,3,-3,192,189,1829
Label Engine,test,NCI-H2170,150-299,191,145,46,-46,192,146,1830
Label Engine,train,NCI-H2170,150-299,191,177,14,-14,192,178,1831
Label Engine,train,NCI-H716,150-299,191,109,82,-82,192,110,1832
Label Engine,test,SNU16,150-299,191,94,97,-97,192,95,1833
Label Engine,test,NCI-H2170,150-299,192,186,6,-6,193,187,1834
Label Engine,val,NCI-H2170,150-299,192,165,27,-27,193,166,1835
Label Engine,val,NCI-H2170,150-299,192,161,31,-31,193,162,1836
Label Engine,train,NCI-H2170,150-299,193,170,23,-23,194,171,1837
Label Engine,test,NCI-H2170,150-299,193,153,40,-40,194,154,1838
Label Engine,test,SNU16,150-299,193,112,81,-81,194,113,1839
Label Engine,train,NCI-H2170,150-299,194,208,14,14,195,209,1840
Label Engine,train,NCI-H2170,150-299,194,151,43,-43,195,152,1841
Label Engine,train,NCI-H716,150-299,194,154,40,-40,195,155,1842
Label Engine,val,NCI-H2170,150-299,195,155,40,-40,196,156,1843
Label Engine,train,NCI-H716,150-299,195,130,65,-65,196,131,1844
Label Engine,train,NCI-H2170,150-299,196,123,73,-73,197,124,1845
Label Engine,val,NCI-H2170,150-299,196,188,8,-8,197,189,1846
Label Engine,train,NCI-H2170,150-299,197,197,0,0,198,198,1847
Label Engine,train,NCI-H2170,150-299,197,190,7,-7,198,191,1848
Label Engine,train,NCI-H2170,150-299,197,159,38,-38,198,160,1849
Label Engine,train,NCI-H2170,150-299,199,202,3,3,200,203,1850
Label Engine,train,NCI-H2170,150-299,199,177,22,-22,200,178,1851
Label Engine,train,NCI-H2170,150-299,200,179,21,-21,201,180,1852
Label Engine,train,NCI-H2170,150-299,201,276,75,75,202,277,1853
Label Engine,val,NCI-H2170,150-299,201,52,149,-149,202,53,1854
Label Engine,val,NCI-H2170,150-299,201,218,17,17,202,219,1855
Label Engine,train,NCI-H2170,150-299,201,156,45,-45,202,157,1856
Label Engine,test,NCI-H2170,150-299,202,204,2,2,203,205,1857
Label Engine,train,NCI-H2170,150-299,202,155,47,-47,203,156,1858
Label Engine,val,NCI-H716,150-299,202,85,117,-117,203,86,1859
Label Engine,val,NCI-H2170,150-299,203,195,8,-8,204,196,1860
Label Engine,train,NCI-H2170,150-299,203,175,28,-28,204,176,1861
Label Engine,train,SNU16,150-299,203,139,64,-64,204,140,1862
Label Engine,train,NCI-H2170,150-299,204,198,6,-6,205,199,1863
Label Engine,train,NCI-H2170,150-299,205,214,9,9,206,215,1864
Label Engine,train,NCI-H2170,150-299,205,204,1,-1,206,205,1865
Label Engine,train,NCI-H2170,150-299,206,163,43,-43,207,164,1866
Label Engine,train,SNU16,150-299,206,70,136,-136,207,71,1867
Label Engine,train,NCI-H2170,150-299,207,199,8,-8,208,200,1868
Label Engine,train,NCI-H2170,150-299,207,199,8,-8,208,200,1869
Label Engine,train,NCI-H2170,150-299,207,209,2,2,208,210,1870
Label Engine,val,NCI-H716,150-299,207,146,61,-61,208,147,1871
Label Engine,train,SNU16,150-299,207,310,103,103,208,311,1872
Label Engine,train,NCI-H2170,150-299,209,195,14,-14,210,196,1873
Label Engine,train,NCI-H2170,150-299,209,204,5,-5,210,205,1874
Label Engine,train,NCI-H2170,150-299,209,190,19,-19,210,191,1875
Label Engine,train,SNU16,150-299,209,144,65,-65,210,145,1876
Label Engine,train,NCI-H2170,150-299,210,200,10,-10,211,201,1877
Label Engine,val,NCI-H2170,150-299,210,194,16,-16,211,195,1878
Label Engine,train,NCI-H2170,150-299,210,117,93,-93,211,118,1879
Label Engine,train,NCI-H2170,150-299,210,161,49,-49,211,162,1880
Label Engine,test,NCI-H716,150-299,210,104,106,-106,211,105,1881
Label Engine,train,NCI-H716,150-299,210,111,99,-99,211,112,1882
Label Engine,train,NCI-H2170,150-299,211,187,24,-24,212,188,1883
Label Engine,train,NCI-H2170,150-299,211,94,117,-117,212,95,1884
Label Engine,train,NCI-H2170,150-299,211,90,121,-121,212,91,1885
Label Engine,train,NCI-H2170,150-299,211,182,29,-29,212,183,1886
Label Engine,val,NCI-H2170,150-299,211,186,25,-25,212,187,1887
