unique_id,cell_line,coord_count_npy,ecDNA_gt,delta_coord_minus_gt,abs_delta
ncih2170_jc_jq1_ic50_24h_42,NCI-H2170,51,51,0,0
ncih2170_jc_jq1_ic50_24h_45,NCI-H2170,83,83,0,0
ncih2170_jc_jq1_ic50_24h_46,NCI-H2170,88,86,2,2
ncih2170_jc_jq1_ic50_24h_47,NCI-H2170,122,120,2,2
ncih2170_jc_jq1_ic50_24h_48,NCI-H2170,231,223,8,8
ncih2170_jc_jq1_ic50_24h_49,NCI-H2170,179,172,7,7
ncih2170_jc_jq1_ic50_24h_4_a,NCI-H2170,231,229,2,2
ncih2170_jc_jq1_ic50_24h_4_b,NCI-H2170,177,177,0,0
ncih2170_jc_jq1_ic50_24h_5,NCI-H2170,86,86,0,0
ncih2170_jc_jq1_ic50_24h_50,NCI-H2170,75,72,3,3
ncih2170_jc_jq1_ic50_24h_51,NCI-H2170,323,323,0,0
ncih2170_jc_jq1_ic50_24h_52,NCI-H2170,168,165,3,3
ncih2170_jc_jq1_ic50_24h_53,NCI-H2170,134,127,7,7
ncih2170_jc_jq1_ic50_24h_54,NCI-H2170,103,101,2,2
ncih2170_jc_jq1_ic50_24h_56,NCI-H2170,265,265,0,0
ncih2170_jc_jq1_ic50_24h_57,NCI-H2170,123,117,6,6
ncih2170_jc_jq1_ic50_24h_58,NCI-H2170,110,110,0,0
ncih2170_jc_jq1_ic50_24h_59,NCI-H2170,179,172,7,7
ncih2170_jc_jq1_ic50_24h_6,NCI-H2170,105,103,2,2
ncih2170_jc_jq1_ic50_24h_61,NCI-H2170,52,50,2,2
ncih2170_jc_jq1_ic50_24h_62,NCI-H2170,163,155,8,8
ncih2170_jc_jq1_ic50_24h_64,NCI-H2170,102,102,0,0
ncih2170_jc_jq1_ic50_24h_66,NCI-H2170,249,246,3,3
ncih2170_jc_jq1_ic50_24h_67,NCI-H2170,122,118,4,4
ncih2170_jc_jq1_ic50_24h_68,NCI-H2170,162,160,2,2
ncih2170_jc_jq1_ic50_24h_69,NCI-H2170,64,62,2,2
ncih2170_jc_jq1_ic50_24h_7,NCI-H2170,331,328,3,3
ncih2170_jc_jq1_ic50_24h_70_a,NCI-H2170,53,49,4,4
ncih2170_jc_jq1_ic50_24h_70_b,NCI-H2170,178,177,1,1
ncih2170_jc_jq1_ic50_24h_72,NCI-H2170,94,94,0,0
ncih2170_jc_jq1_ic50_24h_73,NCI-H2170,123,123,0,0
ncih2170_jc_jq1_ic50_24h_74,NCI-H2170,330,314,16,16
ncih2170_jc_jq1_ic50_24h_75,NCI-H2170,119,111,8,8
ncih2170_jc_jq1_ic50_24h_76_a,NCI-H2170,149,149,0,0
ncih2170_jc_jq1_ic50_24h_76_b,NCI-H2170,152,152,0,0
ncih2170_jc_jq1_ic50_24h_77,NCI-H2170,147,145,2,2
ncih2170_jc_jq1_ic50_24h_78,NCI-H2170,97,97,0,0
ncih2170_jc_jq1_ic50_24h_79,NCI-H2170,110,110,0,0
ncih2170_jc_jq1_ic50_24h_8,NCI-H2170,551,527,24,24
ncih2170_jc_jq1_ic50_24h_80,NCI-H2170,81,81,0,0
ncih2170_jc_jq1_ic50_24h_81,NCI-H2170,166,162,4,4
ncih2170_jc_jq1_ic50_24h_84,NCI-H2170,65,64,1,1
ncih2170_jc_jq1_ic50_24h_85,NCI-H2170,67,61,6,6
ncih2170_jc_jq1_ic50_24h_86,NCI-H2170,196,193,3,3
ncih2170_jc_jq1_ic50_24h_87,NCI-H2170,243,239,4,4
ncih2170_jc_jq1_ic50_24h_88,NCI-H2170,65,62,3,3
ncih2170_jc_jq1_ic50_24h_89,NCI-H2170,136,134,2,2
ncih2170_jc_jq1_ic50_24h_9,NCI-H2170,116,106,10,10
ncih2170_jc_jq1_ic50_24h_90,NCI-H2170,139,134,5,5
ncih2170_jc_jq1_ic50_24h_91,NCI-H2170,129,125,4,4
ncih2170_jc_jq1_ic50_24h_92,NCI-H2170,142,141,1,1
ncih2170_jc_jq1_ic50_24h_93,NCI-H2170,445,419,26,26
ncih2170_jc_jq1_ic50_24h_94,NCI-H2170,135,135,0,0
ncih2170_jc_jq1_ic50_24h_95,NCI-H2170,58,58,0,0
ncih2170_jc_jq1_ic50_24h_96,NCI-H2170,69,69,0,0
ncih2170_jc_jq1_ic50_24h_97,NCI-H2170,55,53,2,2
ncih2170_jc_jq1_ic50_24h_98,NCI-H2170,103,97,6,6
ncih2170_jc_jq1_ic50_24h_99,NCI-H2170,288,278,10,10
ncih2170_jc_lap_ic50_24h_1,NCI-H2170,84,84,0,0
ncih2170_jc_lap_ic50_24h_10,NCI-H2170,104,103,1,1
ncih2170_jc_lap_ic50_24h_100,NCI-H2170,170,166,4,4
ncih2170_jc_lap_ic50_24h_101,NCI-H2170,279,278,1,1
ncih2170_jc_lap_ic50_24h_102,NCI-H2170,126,125,1,1
ncih2170_jc_lap_ic50_24h_103,NCI-H2170,128,128,0,0
ncih2170_jc_lap_ic50_24h_104,NCI-H2170,151,151,0,0
ncih2170_jc_lap_ic50_24h_105,NCI-H2170,140,136,4,4
ncih2170_jc_lap_ic50_24h_106,NCI-H2170,166,166,0,0
ncih2170_jc_lap_ic50_24h_107,NCI-H2170,170,170,0,0
ncih2170_jc_lap_ic50_24h_108,NCI-H2170,70,70,0,0
ncih2170_jc_lap_ic50_24h_109,NCI-H2170,101,99,2,2
ncih2170_jc_lap_ic50_24h_11,NCI-H2170,91,89,2,2
ncih2170_jc_lap_ic50_24h_110,NCI-H2170,55,55,0,0
ncih2170_jc_lap_ic50_24h_111,NCI-H2170,141,139,2,2
ncih2170_jc_lap_ic50_24h_112,NCI-H2170,214,210,4,4
ncih2170_jc_lap_ic50_24h_113,NCI-H2170,178,178,0,0
ncih2170_jc_lap_ic50_24h_114,NCI-H2170,50,50,0,0
ncih2170_jc_lap_ic50_24h_115,NCI-H2170,128,125,3,3
ncih2170_jc_lap_ic50_24h_116,NCI-H2170,105,101,4,4
ncih2170_jc_lap_ic50_24h_117,NCI-H2170,114,107,7,7
ncih2170_jc_lap_ic50_24h_118,NCI-H2170,63,63,0,0
ncih2170_jc_lap_ic50_24h_119,NCI-H2170,120,120,0,0
ncih2170_jc_lap_ic50_24h_12,NCI-H2170,456,445,11,11
ncih2170_jc_lap_ic50_24h_120,NCI-H2170,203,202,1,1
ncih2170_jc_lap_ic50_24h_13,NCI-H2170,198,192,6,6
ncih2170_jc_lap_ic50_24h_14,NCI-H2170,59,57,2,2
ncih2170_jc_lap_ic50_24h_15,NCI-H2170,88,84,4,4
ncih2170_jc_lap_ic50_24h_16,NCI-H2170,93,92,1,1
ncih2170_jc_lap_ic50_24h_17,NCI-H2170,54,54,0,0
ncih2170_jc_lap_ic50_24h_18,NCI-H2170,109,107,2,2
ncih2170_jc_lap_ic50_24h_19,NCI-H2170,82,82,0,0
ncih2170_jc_lap_ic50_24h_2,NCI-H2170,116,110,6,6
ncih2170_jc_lap_ic50_24h_20,NCI-H2170,190,177,13,13
ncih2170_jc_lap_ic50_24h_21,NCI-H2170,250,242,8,8
ncih2170_jc_lap_ic50_24h_22,NCI-H2170,177,177,0,0
ncih2170_jc_lap_ic50_24h_23,NCI-H2170,418,401,17,17
ncih2170_jc_lap_ic50_24h_24,NCI-H2170,100,97,3,3
ncih2170_jc_lap_ic50_24h_25,NCI-H2170,108,107,1,1
ncih2170_jc_lap_ic50_24h_26,NCI-H2170,143,136,7,7
ncih2170_jc_lap_ic50_24h_27,NCI-H2170,65,65,0,0
ncih2170_jc_lap_ic50_24h_28,NCI-H2170,80,79,1,1
ncih2170_jc_lap_ic50_24h_29f,NCI-H2170,101,101,0,0
ncih2170_jc_lap_ic50_24h_3,NCI-H2170,108,108,0,0
ncih2170_jc_lap_ic50_24h_30,NCI-H2170,81,80,1,1
ncih2170_jc_lap_ic50_24h_31,NCI-H2170,135,132,3,3
ncih2170_jc_lap_ic50_24h_32,NCI-H2170,54,54,0,0
ncih2170_jc_lap_ic50_24h_33,NCI-H2170,187,185,2,2
ncih2170_jc_lap_ic50_24h_34,NCI-H2170,130,123,7,7
ncih2170_jc_lap_ic50_24h_35,NCI-H2170,138,135,3,3
ncih2170_jc_lap_ic50_24h_36,NCI-H2170,36,36,0,0
ncih2170_jc_lap_ic50_24h_37,NCI-H2170,149,147,2,2
ncih2170_jc_lap_ic50_24h_38,NCI-H2170,116,116,0,0
ncih2170_jc_lap_ic50_24h_39,NCI-H2170,124,122,2,2
ncih2170_jc_lap_ic50_24h_40,NCI-H2170,176,173,3,3
ncih2170_jc_lap_ic50_24h_41,NCI-H2170,189,185,4,4
ncih2170_jc_lap_ic50_24h_42,NCI-H2170,538,500,38,38
ncih2170_jc_lap_ic50_24h_43_a,NCI-H2170,123,119,4,4
ncih2170_jc_lap_ic50_24h_43_b,NCI-H2170,238,211,27,27
ncih2170_jc_lap_ic50_24h_44,NCI-H2170,174,171,3,3
ncih2170_jc_lap_ic50_24h_45,NCI-H2170,145,145,0,0
ncih2170_jc_lap_ic50_24h_46,NCI-H2170,151,151,0,0
ncih2170_jc_lap_ic50_24h_47,NCI-H2170,179,175,4,4
ncih2170_jc_lap_ic50_24h_48,NCI-H2170,101,97,4,4
ncih2170_jc_lap_ic50_24h_49,NCI-H2170,40,40,0,0
ncih2170_jc_lap_ic50_24h_4_s,NCI-H2170,41,41,0,0
ncih2170_jc_lap_ic50_24h_5,NCI-H2170,30,29,1,1
ncih2170_jc_lap_ic50_24h_50,NCI-H2170,179,176,3,3
ncih2170_jc_lap_ic50_24h_51_a,NCI-H2170,97,92,5,5
ncih2170_jc_lap_ic50_24h_51_b,NCI-H2170,183,163,20,20
ncih2170_jc_lap_ic50_24h_52,NCI-H2170,153,150,3,3
ncih2170_jc_lap_ic50_24h_53,NCI-H2170,92,91,1,1
ncih2170_jc_lap_ic50_24h_54,NCI-H2170,76,75,1,1
ncih2170_jc_lap_ic50_24h_55,NCI-H2170,55,55,0,0
ncih2170_jc_lap_ic50_24h_56,NCI-H2170,70,70,0,0
ncih2170_jc_lap_ic50_24h_57,NCI-H2170,203,202,1,1
ncih2170_jc_lap_ic50_24h_58,NCI-H2170,404,390,14,14
ncih2170_jc_lap_ic50_24h_59,NCI-H2170,521,518,3,3
ncih2170_jc_lap_ic50_24h_6,NCI-H2170,198,190,8,8
ncih2170_jc_lap_ic50_24h_60,NCI-H2170,128,104,24,24
ncih2170_jc_lap_ic50_24h_61,NCI-H2170,167,165,2,2
ncih2170_jc_lap_ic50_24h_62,NCI-H2170,176,174,2,2
ncih2170_jc_lap_ic50_24h_63,NCI-H2170,218,212,6,6
ncih2170_jc_lap_ic50_24h_64,NCI-H2170,199,195,4,4
ncih2170_jc_lap_ic50_24h_65,NCI-H2170,322,318,4,4
ncih2170_jc_lap_ic50_24h_66,NCI-H2170,102,102,0,0
ncih2170_jc_lap_ic50_24h_67,NCI-H2170,313,303,10,10
ncih2170_jc_lap_ic50_24h_68,NCI-H2170,247,227,20,20
ncih2170_jc_lap_ic50_24h_69,NCI-H2170,289,285,4,4
ncih2170_jc_lap_ic50_24h_7,NCI-H2170,155,152,3,3
ncih2170_jc_lap_ic50_24h_70,NCI-H2170,202,200,2,2
ncih2170_jc_lap_ic50_24h_71,NCI-H2170,236,236,0,0
ncih2170_jc_lap_ic50_24h_72,NCI-H2170,293,291,2,2
ncih2170_jc_lap_ic50_24h_73,NCI-H2170,104,104,0,0
ncih2170_jc_lap_ic50_24h_74,NCI-H2170,152,152,0,0
ncih2170_jc_lap_ic50_24h_75,NCI-H2170,179,177,2,2
ncih2170_jc_lap_ic50_24h_76,NCI-H2170,261,258,3,3
ncih2170_jc_lap_ic50_24h_77,NCI-H2170,135,133,2,2
ncih2170_jc_lap_ic50_24h_78,NCI-H2170,267,266,1,1
ncih2170_jc_lap_ic50_24h_79,NCI-H2170,111,110,1,1
ncih2170_jc_lap_ic50_24h_8,NCI-H2170,70,68,2,2
ncih2170_jc_lap_ic50_24h_80,NCI-H2170,153,149,4,4
ncih2170_jc_lap_ic50_24h_81,NCI-H2170,239,238,1,1
ncih2170_jc_lap_ic50_24h_82,NCI-H2170,237,233,4,4
ncih2170_jc_lap_ic50_24h_83,NCI-H2170,111,111,0,0
ncih2170_jc_lap_ic50_24h_84,NCI-H2170,163,161,2,2
ncih2170_jc_lap_ic50_24h_85,NCI-H2170,123,122,1,1
ncih2170_jc_lap_ic50_24h_86,NCI-H2170,122,121,1,1
ncih2170_jc_lap_ic50_24h_87,NCI-H2170,265,261,4,4
ncih2170_jc_lap_ic50_24h_88,NCI-H2170,240,239,1,1
ncih2170_jc_lap_ic50_24h_89,NCI-H2170,223,223,0,0
ncih2170_jc_lap_ic50_24h_90,NCI-H2170,285,283,2,2
ncih2170_jc_lap_ic50_24h_91,NCI-H2170,124,123,1,1
ncih2170_jc_lap_ic50_24h_92,NCI-H2170,355,352,3,3
ncih2170_jc_lap_ic50_24h_93,NCI-H2170,261,259,2,2
ncih2170_jc_lap_ic50_24h_94,NCI-H2170,267,262,5,5
ncih2170_jc_lap_ic50_24h_95,NCI-H2170,164,164,0,0
ncih2170_jc_lap_ic50_24h_96,NCI-H2170,264,261,3,3
ncih2170_jc_lap_ic50_24h_97,NCI-H2170,98,96,2,2
ncih2170_jc_lap_ic50_24h_98,NCI-H2170,322,318,4,4
ncih2170_jc_lap_ic50_24h_99,NCI-H2170,89,89,0,0
ncih2170_jc_ner_ic50_24h_1,NCI-H2170,63,61,2,2
ncih2170_jc_ner_ic50_24h_10,NCI-H2170,188,184,4,4
ncih2170_jc_ner_ic50_24h_100,NCI-H2170,207,203,4,4
ncih2170_jc_ner_ic50_24h_102,NCI-H2170,152,145,7,7
ncih2170_jc_ner_ic50_24h_103,NCI-H2170,126,126,0,0
ncih2170_jc_ner_ic50_24h_104,NCI-H2170,150,148,2,2
ncih2170_jc_ner_ic50_24h_105,NCI-H2170,47,45,2,2
ncih2170_jc_ner_ic50_24h_11,NCI-H2170,139,138,1,1
ncih2170_jc_ner_ic50_24h_12,NCI-H2170,77,74,3,3
ncih2170_jc_ner_ic50_24h_13,NCI-H2170,103,101,2,2
ncih2170_jc_ner_ic50_24h_14,NCI-H2170,70,65,5,5
ncih2170_jc_ner_ic50_24h_15,NCI-H2170,109,106,3,3
ncih2170_jc_ner_ic50_24h_16,NCI-H2170,196,193,3,3
ncih2170_jc_ner_ic50_24h_17,NCI-H2170,481,480,1,1
ncih2170_jc_ner_ic50_24h_18,NCI-H2170,67,67,0,0
ncih2170_jc_ner_ic50_24h_19,NCI-H2170,218,217,1,1
ncih2170_jc_ner_ic50_24h_2,NCI-H2170,320,314,6,6
ncih2170_jc_ner_ic50_24h_21,NCI-H2170,490,475,15,15
ncih2170_jc_ner_ic50_24h_22,NCI-H2170,130,130,0,0
ncih2170_jc_ner_ic50_24h_23,NCI-H2170,218,216,2,2
ncih2170_jc_ner_ic50_24h_24,NCI-H2170,243,241,2,2
ncih2170_jc_ner_ic50_24h_25,NCI-H2170,215,212,3,3
ncih2170_jc_ner_ic50_24h_26,NCI-H2170,108,108,0,0
ncih2170_jc_ner_ic50_24h_27,NCI-H2170,74,74,0,0
ncih2170_jc_ner_ic50_24h_28,NCI-H2170,62,62,0,0
ncih2170_jc_ner_ic50_24h_29,NCI-H2170,87,86,1,1
ncih2170_jc_ner_ic50_24h_3,NCI-H2170,586,574,12,12
ncih2170_jc_ner_ic50_24h_30,NCI-H2170,214,208,6,6
ncih2170_jc_ner_ic50_24h_31,NCI-H2170,187,184,3,3
ncih2170_jc_ner_ic50_24h_32,NCI-H2170,19,19,0,0
ncih2170_jc_ner_ic50_24h_33,NCI-H2170,77,77,0,0
ncih2170_jc_ner_ic50_24h_34,NCI-H2170,115,114,1,1
ncih2170_jc_ner_ic50_24h_35,NCI-H2170,87,87,0,0
ncih2170_jc_ner_ic50_24h_37,NCI-H2170,161,160,1,1
ncih2170_jc_ner_ic50_24h_38,NCI-H2170,113,112,1,1
ncih2170_jc_ner_ic50_24h_39,NCI-H2170,106,106,0,0
ncih2170_jc_ner_ic50_24h_4,NCI-H2170,77,76,1,1
ncih2170_jc_ner_ic50_24h_40,NCI-H2170,75,75,0,0
ncih2170_jc_ner_ic50_24h_41,NCI-H2170,105,104,1,1
ncih2170_jc_ner_ic50_24h_42,NCI-H2170,121,121,0,0
ncih2170_jc_ner_ic50_24h_43,NCI-H2170,71,71,0,0
ncih2170_jc_ner_ic50_24h_44,NCI-H2170,130,130,0,0
ncih2170_jc_ner_ic50_24h_45,NCI-H2170,136,132,4,4
ncih2170_jc_ner_ic50_24h_46,NCI-H2170,230,227,3,3
ncih2170_jc_ner_ic50_24h_47,NCI-H2170,214,212,2,2
ncih2170_jc_ner_ic50_24h_48,NCI-H2170,257,253,4,4
ncih2170_jc_ner_ic50_24h_5,NCI-H2170,251,247,4,4
ncih2170_jc_ner_ic50_24h_50,NCI-H2170,105,105,0,0
ncih2170_jc_ner_ic50_24h_51,NCI-H2170,167,166,1,1
ncih2170_jc_ner_ic50_24h_52,NCI-H2170,129,128,1,1
ncih2170_jc_ner_ic50_24h_53,NCI-H2170,183,182,1,1
ncih2170_jc_ner_ic50_24h_54,NCI-H2170,86,86,0,0
ncih2170_jc_ner_ic50_24h_55,NCI-H2170,156,154,2,2
ncih2170_jc_ner_ic50_24h_56,NCI-H2170,41,41,0,0
ncih2170_jc_ner_ic50_24h_57,NCI-H2170,224,220,4,4
ncih2170_jc_ner_ic50_24h_58,NCI-H2170,40,40,0,0
ncih2170_jc_ner_ic50_24h_59,NCI-H2170,129,129,0,0
ncih2170_jc_ner_ic50_24h_6,NCI-H2170,110,109,1,1
ncih2170_jc_ner_ic50_24h_60,NCI-H2170,229,222,7,7
ncih2170_jc_ner_ic50_24h_61,NCI-H2170,380,376,4,4
ncih2170_jc_ner_ic50_24h_62,NCI-H2170,291,289,2,2
ncih2170_jc_ner_ic50_24h_63,NCI-H2170,239,239,0,0
ncih2170_jc_ner_ic50_24h_65,NCI-H2170,219,212,7,7
ncih2170_jc_ner_ic50_24h_66,NCI-H2170,151,150,1,1
ncih2170_jc_ner_ic50_24h_67,NCI-H2170,123,123,0,0
ncih2170_jc_ner_ic50_24h_68,NCI-H2170,132,132,0,0
ncih2170_jc_ner_ic50_24h_69,NCI-H2170,152,149,3,3
ncih2170_jc_ner_ic50_24h_7,NCI-H2170,138,137,1,1
ncih2170_jc_ner_ic50_24h_70,NCI-H2170,52,52,0,0
ncih2170_jc_ner_ic50_24h_71,NCI-H2170,190,190,0,0
ncih2170_jc_ner_ic50_24h_72,NCI-H2170,147,143,4,4
ncih2170_jc_ner_ic50_24h_73,NCI-H2170,80,78,2,2
ncih2170_jc_ner_ic50_24h_74,NCI-H2170,99,99,0,0
ncih2170_jc_ner_ic50_24h_75,NCI-H2170,267,265,2,2
ncih2170_jc_ner_ic50_24h_76,NCI-H2170,130,128,2,2
ncih2170_jc_ner_ic50_24h_77,NCI-H2170,31,30,1,1
ncih2170_jc_ner_ic50_24h_78,NCI-H2170,180,175,5,5
ncih2170_jc_ner_ic50_24h_79,NCI-H2170,81,81,0,0
ncih2170_jc_ner_ic50_24h_8,NCI-H2170,110,107,3,3
ncih2170_jc_ner_ic50_24h_80,NCI-H2170,129,129,0,0
ncih2170_jc_ner_ic50_24h_81,NCI-H2170,76,74,2,2
ncih2170_jc_ner_ic50_24h_82,NCI-H2170,322,314,8,8
ncih2170_jc_ner_ic50_24h_83,NCI-H2170,640,632,8,8
ncih2170_jc_ner_ic50_24h_84,NCI-H2170,348,341,7,7
ncih2170_jc_ner_ic50_24h_85,NCI-H2170,95,95,0,0
ncih2170_jc_ner_ic50_24h_86,NCI-H2170,97,94,3,3
ncih2170_jc_ner_ic50_24h_87,NCI-H2170,98,96,2,2
ncih2170_jc_ner_ic50_24h_88,NCI-H2170,394,383,11,11
ncih2170_jc_ner_ic50_24h_89,NCI-H2170,192,190,2,2
ncih2170_jc_ner_ic50_24h_9,NCI-H2170,172,168,4,4
ncih2170_jc_ner_ic50_24h_90,NCI-H2170,217,212,5,5
ncih2170_jc_ner_ic50_24h_91,NCI-H2170,57,57,0,0
ncih2170_jc_ner_ic50_24h_92_a,NCI-H2170,91,88,3,3
ncih2170_jc_ner_ic50_24h_92_b,NCI-H2170,79,76,3,3
ncih2170_jc_ner_ic50_24h_93,NCI-H2170,181,179,2,2
ncih2170_jc_ner_ic50_24h_94,NCI-H2170,119,115,4,4
ncih2170_jc_ner_ic50_24h_95,NCI-H2170,97,96,1,1
ncih2170_jc_ner_ic50_24h_96,NCI-H2170,271,265,6,6
ncih2170_jc_ner_ic50_24h_97_a,NCI-H2170,57,57,0,0
ncih2170_jc_ner_ic50_24h_97_b,NCI-H2170,135,123,12,12
ncih2170_jc_ner_ic50_24h_98,NCI-H2170,194,189,5,5
ncih2170_jc_ner_ic50_24h_99,NCI-H2170,138,136,2,2
ncih2170_jc_ner_ic50_72h_10,NCI-H2170,667,665,2,2
ncih2170_jc_ner_ic50_72h_101,NCI-H2170,260,255,5,5
ncih2170_jc_ner_ic50_72h_103,NCI-H2170,179,179,0,0
ncih2170_jc_ner_ic50_72h_104,NCI-H2170,939,937,2,2
ncih2170_jc_ner_ic50_72h_105,NCI-H2170,420,420,0,0
ncih2170_jc_ner_ic50_72h_106,NCI-H2170,245,242,3,3
ncih2170_jc_ner_ic50_72h_107,NCI-H2170,186,186,0,0
ncih2170_jc_ner_ic50_72h_108,NCI-H2170,370,370,0,0
ncih2170_jc_ner_ic50_72h_109,NCI-H2170,316,308,8,8
ncih2170_jc_ner_ic50_72h_11,NCI-H2170,371,371,0,0
ncih2170_jc_ner_ic50_72h_110,NCI-H2170,429,424,5,5
ncih2170_jc_ner_ic50_72h_111,NCI-H2170,260,260,0,0
ncih2170_jc_ner_ic50_72h_112,NCI-H2170,352,352,0,0
ncih2170_jc_ner_ic50_72h_113_a,NCI-H2170,226,224,2,2
ncih2170_jc_ner_ic50_72h_113_b,NCI-H2170,76,76,0,0
ncih2170_jc_ner_ic50_72h_114,NCI-H2170,324,323,1,1
ncih2170_jc_ner_ic50_72h_115,NCI-H2170,320,320,0,0
ncih2170_jc_ner_ic50_72h_116,NCI-H2170,193,192,1,1
ncih2170_jc_ner_ic50_72h_117,NCI-H2170,412,408,4,4
ncih2170_jc_ner_ic50_72h_118,NCI-H2170,610,598,12,12
ncih2170_jc_ner_ic50_72h_119,NCI-H2170,153,151,2,2
ncih2170_jc_ner_ic50_72h_12,NCI-H2170,510,508,2,2
ncih2170_jc_ner_ic50_72h_120,NCI-H2170,137,137,0,0
ncih2170_jc_ner_ic50_72h_13,NCI-H2170,461,460,1,1
ncih2170_jc_ner_ic50_72h_14,NCI-H2170,445,444,1,1
ncih2170_jc_ner_ic50_72h_15,NCI-H2170,224,220,4,4
ncih2170_jc_ner_ic50_72h_16,NCI-H2170,388,383,5,5
ncih2170_jc_ner_ic50_72h_17,NCI-H2170,116,115,1,1
ncih2170_jc_ner_ic50_72h_18,NCI-H2170,178,176,2,2
ncih2170_jc_ner_ic50_72h_19,NCI-H2170,159,157,2,2
ncih2170_jc_ner_ic50_72h_1_a,NCI-H2170,234,226,8,8
ncih2170_jc_ner_ic50_72h_1_b,NCI-H2170,192,189,3,3
ncih2170_jc_ner_ic50_72h_20,NCI-H2170,276,274,2,2
ncih2170_jc_ner_ic50_72h_22,NCI-H2170,368,364,4,4
ncih2170_jc_ner_ic50_72h_23,NCI-H2170,98,98,0,0
ncih2170_jc_ner_ic50_72h_24,NCI-H2170,419,418,1,1
ncih2170_jc_ner_ic50_72h_25,NCI-H2170,163,163,0,0
ncih2170_jc_ner_ic50_72h_26,NCI-H2170,147,147,0,0
ncih2170_jc_ner_ic50_72h_28,NCI-H2170,137,137,0,0
ncih2170_jc_ner_ic50_72h_29,NCI-H2170,99,98,1,1
ncih2170_jc_ner_ic50_72h_2_micro,NCI-H2170,413,409,4,4
ncih2170_jc_ner_ic50_72h_3,NCI-H2170,581,577,4,4
ncih2170_jc_ner_ic50_72h_30,NCI-H2170,189,185,4,4
ncih2170_jc_ner_ic50_72h_31,NCI-H2170,147,145,2,2
ncih2170_jc_ner_ic50_72h_32,NCI-H2170,158,158,0,0
ncih2170_jc_ner_ic50_72h_33,NCI-H2170,315,314,1,1
ncih2170_jc_ner_ic50_72h_34,NCI-H2170,230,222,8,8
ncih2170_jc_ner_ic50_72h_35,NCI-H2170,285,276,9,9
ncih2170_jc_ner_ic50_72h_36,NCI-H2170,54,54,0,0
ncih2170_jc_ner_ic50_72h_37,NCI-H2170,105,105,0,0
ncih2170_jc_ner_ic50_72h_38,NCI-H2170,210,207,3,3
ncih2170_jc_ner_ic50_72h_39,NCI-H2170,403,396,7,7
ncih2170_jc_ner_ic50_72h_4,NCI-H2170,431,427,4,4
ncih2170_jc_ner_ic50_72h_40,NCI-H2170,352,349,3,3
ncih2170_jc_ner_ic50_72h_41,NCI-H2170,192,192,0,0
ncih2170_jc_ner_ic50_72h_42,NCI-H2170,377,369,8,8
ncih2170_jc_ner_ic50_72h_43,NCI-H2170,269,269,0,0
ncih2170_jc_ner_ic50_72h_44,NCI-H2170,507,501,6,6
ncih2170_jc_ner_ic50_72h_45,NCI-H2170,409,400,9,9
ncih2170_jc_ner_ic50_72h_46,NCI-H2170,610,602,8,8
ncih2170_jc_ner_ic50_72h_47,NCI-H2170,108,108,0,0
ncih2170_jc_ner_ic50_72h_48,NCI-H2170,211,211,0,0
ncih2170_jc_ner_ic50_72h_49,NCI-H2170,198,195,3,3
ncih2170_jc_ner_ic50_72h_5,NCI-H2170,613,610,3,3
ncih2170_jc_ner_ic50_72h_50,NCI-H2170,205,204,1,1
ncih2170_jc_ner_ic50_72h_51,NCI-H2170,994,988,6,6
ncih2170_jc_ner_ic50_72h_53,NCI-H2170,365,361,4,4
ncih2170_jc_ner_ic50_72h_54,NCI-H2170,205,203,2,2
ncih2170_jc_ner_ic50_72h_55,NCI-H2170,370,369,1,1
ncih2170_jc_ner_ic50_72h_56,NCI-H2170,416,411,5,5
ncih2170_jc_ner_ic50_72h_57,NCI-H2170,377,377,0,0
ncih2170_jc_ner_ic50_72h_58,NCI-H2170,444,441,3,3
ncih2170_jc_ner_ic50_72h_59,NCI-H2170,159,159,0,0
ncih2170_jc_ner_ic50_72h_6,NCI-H2170,138,137,1,1
ncih2170_jc_ner_ic50_72h_60,NCI-H2170,173,173,0,0
ncih2170_jc_ner_ic50_72h_61,NCI-H2170,362,347,15,15
ncih2170_jc_ner_ic50_72h_62,NCI-H2170,192,191,1,1
ncih2170_jc_ner_ic50_72h_63,NCI-H2170,150,148,2,2
ncih2170_jc_ner_ic50_72h_64,NCI-H2170,152,152,0,0
ncih2170_jc_ner_ic50_72h_65_a,NCI-H2170,282,282,0,0
ncih2170_jc_ner_ic50_72h_65_b,NCI-H2170,156,140,16,16
ncih2170_jc_ner_ic50_72h_66,NCI-H2170,165,163,2,2
ncih2170_jc_ner_ic50_72h_67,NCI-H2170,435,432,3,3
ncih2170_jc_ner_ic50_72h_68,NCI-H2170,282,277,5,5
ncih2170_jc_ner_ic50_72h_69,NCI-H2170,273,266,7,7
ncih2170_jc_ner_ic50_72h_7,NCI-H2170,494,489,5,5
ncih2170_jc_ner_ic50_72h_70,NCI-H2170,280,276,4,4
ncih2170_jc_ner_ic50_72h_71,NCI-H2170,102,102,0,0
ncih2170_jc_ner_ic50_72h_72,NCI-H2170,250,250,0,0
ncih2170_jc_ner_ic50_72h_73,NCI-H2170,197,195,2,2
ncih2170_jc_ner_ic50_72h_74,NCI-H2170,158,152,6,6
ncih2170_jc_ner_ic50_72h_75,NCI-H2170,233,233,0,0
ncih2170_jc_ner_ic50_72h_76,NCI-H2170,146,141,5,5
