unique_id,cell_line,split,ecDNA_gt,coord_count_npy,count_source
ncih2170_post_facs_fish_low_her2_g3_1,NCI-H2170,test,170,170,gt_mask_cc_conn8_min3
ncih716_jc_alo_8nm_24h_11,NCI-H716,test,210,210,gt_mask_cc_conn8_min3
ncih716_jc_alo_8nm_24h_13,NCI-H716,test,163,163,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_23,NCI-H716,test,185,185,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_45,NCI-H716,test,101,101,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_66,NCI-H716,test,236,236,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_72,NCI-H716,test,150,151,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_11,NCI-H716,test,139,139,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_25,NCI-H716,test,171,176,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_30,NCI-H716,test,71,71,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_58,NCI-H716,test,166,166,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_8,NCI-H716,test,110,110,gt_mask_cc_conn8_min3
snu16_jc_ctrl_114,SNU16,test,670,672,gt_mask_cc_conn8_min3
snu16_jc_ctrl_124,SNU16,test,191,193,gt_mask_cc_conn8_min3
snu16_jc_ctrl_35,SNU16,test,324,330,gt_mask_cc_conn8_min3
snu16_jc_ctrl_40,SNU16,test,270,271,gt_mask_cc_conn8_min3
snu16_jc_ctrl_45,SNU16,test,125,126,gt_mask_cc_conn8_min3
snu16_jc_ctrl_46,SNU16,test,309,319,gt_mask_cc_conn8_min3
snu16_jc_ctrl_50,SNU16,test,158,164,gt_mask_cc_conn8_min3
snu16_jc_ctrl_69,SNU16,test,325,325,gt_mask_cc_conn8_min3
snu16_jc_ctrl_70,SNU16,test,238,238,gt_mask_cc_conn8_min3
snu16_jc_ctrl_72,SNU16,test,166,166,gt_mask_cc_conn8_min3
snu16_jc_ctrl_83,SNU16,test,140,140,gt_mask_cc_conn8_min3
snu16_jc_ctrl_91,SNU16,test,422,425,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_102,SNU16,test,177,177,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_120,SNU16,test,193,193,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_19,SNU16,test,271,278,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_40,SNU16,test,183,183,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_51,SNU16,test,499,503,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_56,SNU16,test,150,150,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_67,SNU16,test,213,213,gt_mask_cc_conn8_min3
